Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
Instituto de Ciências Atmosféricas - ICAT,NA,NA,NA,66,32,0.8221,108.5184,59,1e-04,849.1106,78,0,0.9358,0.9151,0.9151,0.831,0.8722,0.6597,0.9373,0.9358,-700.7492,-646.49,1465.4983,1535.5673,66,1434.8249,0.1128,0.0787,0.1458,0.0028,0.1557,0.1557,0.132,0.132,0.132,0.1426,0.1426,0.132,0.132,48.3967,54.0135,0.8168,0.7174,0.5296,0.6872,2.6139,NA,NA,poor model fit,NA
Instituto de Ciências Sociais - ICS,NA,NA,NA,38,32,1.1602,88.1788,59,0.0082,537.9148,78,0,0.9366,0.9161,0.9161,0.7833,0.8361,0.6324,0.9391,0.9366,-472.5204,-428.431,1009.0407,1061.4435,38,961.3871,0.1141,0.0593,0.1615,0.0322,0.1904,0.1904,0.1078,0.1078,0.1078,0.1164,0.1164,0.1078,0.1078,34.5836,38.5634,0.7482,0.6116,0.4851,0.6812,4.0047,NA,NA,poor model fit,NA
NA,Graduação (bacharelado),NA,NA,2617,32,0.3179,1663.6744,59,0,28002.0691,78,0,0.9425,0.924,0.924,0.9215,0.9406,0.7115,0.9426,0.9425,-30121.6921,-29289.8549,60307.3842,60495.2173,2617,60393.544,0.1019,0.0978,0.1062,0,0.0829,0.0829,0.0611,0.0611,0.0611,0.066,0.066,0.0611,0.0611,123.5866,138.1138,0.9195,0.8758,0.5961,0.736,0.6602,NA,NA,poor model fit,NA
Campus CECA,Graduação (bacharelado),NA,NA,212,32,0.4214,178.6715,59,0,2317.9973,78,0,0.9466,0.9294,0.9294,0.8981,0.9229,0.6981,0.947,0.9466,-2558.47,-2469.1343,5180.9401,5288.3509,212,5186.9536,0.0978,0.0816,0.1144,0,0.0472,0.0472,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,93.4673,104.4251,0.8968,0.8408,0.5814,0.7541,1.1447,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,NA,450,32,0.4167,375.0203,59,0,4745.4601,78,0,0.9323,0.9105,0.9105,0.8955,0.921,0.6966,0.9326,0.9323,-5112.7235,-4925.2133,10289.4469,10420.9429,450,10319.387,0.1091,0.0987,0.1198,0,0.065,0.065,0.0578,0.0578,0.0578,0.0624,0.0624,0.0578,0.0578,94.5116,105.5932,0.8972,0.8414,0.5817,0.7039,0.9756,NA,NA,poor model fit,NA
Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),NA,NA,45,32,1.1563,104.0654,59,3e-04,733.1569,78,0,0.9312,0.9091,0.9091,0.8123,0.8581,0.649,0.9332,0.9312,-413.7359,-361.7032,891.4718,949.285,45,848.9788,0.1303,0.0879,0.1708,0.0027,0.0903,0.0903,0.0682,0.0682,0.0682,0.0736,0.0736,0.0682,0.0682,34.6987,38.6922,0.7672,0.6409,0.4974,0.6061,3.7348,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),NA,NA,223,32,0.5449,243.0234,59,0,2499.1973,78,0,0.924,0.8995,0.8995,0.8714,0.9028,0.6829,0.9246,0.924,-2676.4573,-2554.9457,5416.9147,5525.9442,223,5424.5322,0.1183,0.103,0.1339,0,0.0973,0.0973,0.0709,0.0709,0.0709,0.0766,0.0766,0.0709,0.0709,72.5096,80.9839,0.8687,0.7974,0.5632,0.6619,1.3768,NA,NA,poor model fit,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,NA,243,32,0.3644,177.1079,59,0,2330.3716,78,0,0.9476,0.9307,0.9307,0.8995,0.924,0.6989,0.948,0.9476,-2817.6783,-2729.1244,5699.3567,5811.1346,243,5709.6992,0.0908,0.0756,0.1063,0,0.0496,0.0496,0.059,0.059,0.059,0.0637,0.0637,0.059,0.059,107.9242,120.5953,0.9048,0.8531,0.5866,0.7843,0.9922,NA,NA,NA,NA
Centro de Tecnologia - CTEC,Graduação (bacharelado),NA,NA,289,32,0.3436,198.6053,59,0,3310.1145,78,0,0.9568,0.9429,0.9429,0.9207,0.94,0.711,0.9571,0.9568,-2990.4806,-2891.1779,6044.9611,6162.2868,289,6060.8097,0.0905,0.0768,0.1045,0,0.0931,0.0931,0.0659,0.0659,0.0659,0.0711,0.0711,0.0659,0.0659,114.4004,127.839,0.9154,0.8696,0.5935,0.7854,0.9087,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),NA,NA,141,32,0.5846,164.8658,59,0,1576.6724,78,0,0.9294,0.9066,0.9066,0.8618,0.8954,0.6773,0.9302,0.9294,-1513.029,-1430.596,3090.0579,3184.4182,141,3083.1712,0.1128,0.0926,0.1334,0,0.1358,0.1358,0.0969,0.0969,0.0969,0.1046,0.1046,0.0969,0.0969,67.6494,75.5477,0.8622,0.7875,0.559,0.687,1.6232,NA,NA,poor model fit,NA
Instituto de Psicologia - IP,Graduação (bacharelado),NA,NA,79,32,0.6863,108.4302,59,1e-04,958.3794,78,0,0.9439,0.9258,0.9258,0.8504,0.8869,0.6708,0.945,0.9439,-920.4219,-866.2068,1904.8437,1980.6661,79,1879.7684,0.103,0.0718,0.1332,0.0046,0.1695,0.1695,0.0971,0.0971,0.0971,0.1048,0.1048,0.0971,0.0971,57.7786,64.5071,0.8501,0.7687,0.5511,0.7314,2.1827,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),NA,NA,1316,32,0.3738,983.9564,59,0,13427.064,78,0,0.9307,0.9084,0.9084,0.9031,0.9267,0.701,0.9308,0.9307,-16445.2862,-15953.308,32954.5725,33120.4077,1316,33018.7586,0.1091,0.1032,0.1152,0,0.0953,0.0953,0.0725,0.0725,0.0725,0.0783,0.0783,0.0725,0.0725,105.2288,117.5804,0.9111,0.863,0.5907,0.7037,0.7963,NA,NA,poor model fit,NA
"Instituto de Geografia, Desenvolvimento e Meio Ambiente - IGDEMA",Graduação (licenciatura),NA,NA,40,32,1.2452,99.6153,59,7e-04,535.4181,78,0,0.9112,0.8826,0.8826,0.754,0.8139,0.6157,0.9147,0.9112,-518.1473,-468.3396,1100.2946,1154.3387,40,1054.2023,0.1312,0.0847,0.1749,0.005,0.2857,0.2857,0.1605,0.1605,0.1605,0.1733,0.1733,0.1605,0.1605,32.2926,36.0009,0.7449,0.6065,0.4829,0.6019,4.0904,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),NA,NA,331,32,0.3973,263.0144,59,0,3598.2726,78,0,0.942,0.9234,0.9234,0.9034,0.9269,0.7011,0.9424,0.942,-3753.3747,-3621.8675,7570.7494,7692.4172,331,7590.9122,0.1022,0.0898,0.115,0,0.0599,0.0599,0.0717,0.0717,0.0717,0.0775,0.0775,0.0717,0.0717,99.0745,110.6968,0.9035,0.8511,0.5858,0.7348,0.988,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),NA,NA,142,32,0.6178,175.4644,59,0,1643.8534,78,0,0.9256,0.9017,0.9017,0.8589,0.8933,0.6757,0.9265,0.9256,-1820.4768,-1732.7446,3704.9537,3799.5402,142,3698.29,0.1179,0.098,0.1382,0,0.1189,0.1189,0.0847,0.0847,0.0847,0.0915,0.0915,0.0847,0.0847,64.0677,71.5416,0.8584,0.7816,0.5565,0.6636,1.6864,NA,NA,poor model fit,NA
Faculdade de Letras - FALE,Graduação (licenciatura),NA,NA,125,32,0.3425,85.6189,59,0.0134,1488.8187,78,0,0.9811,0.9751,0.9751,0.924,0.9425,0.7129,0.9814,0.9811,-1434.8618,-1392.0524,2933.7237,3024.2297,125,2923.0399,0.0601,0.0283,0.0866,0.2648,0.1038,0.1038,0.0718,0.0718,0.0718,0.0776,0.0776,0.0718,0.0718,114.7753,128.2583,0.909,0.8597,0.5894,0.899,1.197,NA,NA,NA,the model has close fit
Centro de Educação - CEDU,Graduação (licenciatura),NA,NA,382,32,0.3876,296.1047,59,0,3466.4008,78,0,0.93,0.9075,0.9075,0.8871,0.9146,0.6918,0.9304,0.93,-4655.2222,-4507.1699,9374.4444,9500.6979,382,9399.1673,0.1026,0.0911,0.1143,0,0.1336,0.1336,0.084,0.084,0.084,0.0907,0.0907,0.084,0.084,101.537,113.4511,0.9036,0.8513,0.5859,0.7332,0.9427,NA,NA,poor model fit,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (licenciatura),NA,NA,101,32,0.7129,144.0002,59,0,1131.7553,78,0,0.9193,0.8934,0.8934,0.8318,0.8728,0.6602,0.9208,0.9193,-1334.2358,-1262.2357,2732.4717,2816.1555,101,2715.0853,0.1194,0.0948,0.1443,0,0.1349,0.1349,0.0826,0.0826,0.0826,0.0892,0.0892,0.0826,0.0826,55.6595,62.137,0.8365,0.7479,0.5424,0.6565,2.0594,NA,NA,poor model fit,NA
NA,Doutorado,NA,NA,146,32,0.5986,174.7871,59,0,1251.5326,78,0,0.9013,0.8696,0.8696,0.8154,0.8603,0.6508,0.9029,0.9013,-1726.939,-1639.5455,3517.8781,3613.3535,146,3512.0912,0.1159,0.0963,0.136,0,0.0834,0.0834,0.0965,0.0965,0.0965,0.1042,0.1042,0.0965,0.0965,66.0955,73.8097,0.8626,0.7881,0.5593,0.6726,1.6355,NA,NA,poor model fit,NA
NA,NA,Presencial,NA,4215,32,0.3281,2765.8167,59,0,44098.1144,78,0,0.9385,0.9187,0.9187,0.9171,0.9373,0.709,0.9385,0.9385,-50289.7138,-48906.8055,100643.4277,100846.5126,4215,100744.8301,0.1043,0.101,0.1077,0,0.0922,0.0922,0.0663,0.0663,0.0663,0.0716,0.0716,0.0663,0.0663,119.7632,133.8372,0.918,0.8735,0.5952,0.7254,0.6714,NA,NA,poor model fit,NA
Campus CECA,NA,Presencial,NA,229,32,0.3698,169.3747,59,0,2427.9833,78,0,0.953,0.9379,0.9379,0.9078,0.9302,0.7036,0.9534,0.953,-2779.9071,-2695.2197,5623.8142,5733.6933,229,5632.2739,0.0904,0.0746,0.1065,0,0.0438,0.0438,0.0541,0.0541,0.0541,0.0584,0.0584,0.0541,0.0541,106.3645,118.8508,0.9056,0.8545,0.5872,0.7858,1.0191,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,NA,764,32,0.3487,532.8198,59,0,7983.213,78,0,0.9401,0.9208,0.9208,0.9118,0.9333,0.7059,0.9402,0.9401,-8644.1213,-8377.7114,17352.2426,17500.6768,764,17399.0627,0.1025,0.0946,0.1106,0,0.0532,0.0532,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,112.7431,125.9852,0.9149,0.8687,0.5932,0.7334,0.7812,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,Presencial,NA,224,32,0.5478,245.4218,59,0,2517.6326,78,0,0.9236,0.899,0.899,0.8711,0.9025,0.6827,0.9242,0.9236,-2685.1049,-2562.394,5434.2099,5543.3825,224,5441.9693,0.1188,0.1036,0.1344,0,0.0974,0.0974,0.071,0.071,0.071,0.0767,0.0767,0.071,0.071,72.1283,80.5574,0.8681,0.7965,0.5628,0.6596,1.3813,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,NA,256,32,0.4387,224.602,59,0,2694.1573,78,0,0.9367,0.9163,0.9163,0.8898,0.9166,0.6934,0.9372,0.9367,-3331.7757,-3219.4747,6727.5514,6840.9971,256,6739.5484,0.1047,0.0904,0.1194,0,0.1245,0.1245,0.0757,0.0757,0.0757,0.0818,0.0818,0.0757,0.0757,89.8247,100.3509,0.8945,0.8372,0.5799,0.7237,1.1274,NA,NA,poor model fit,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,NA,264,32,0.3788,199.9944,59,0,2562.7048,78,0,0.9433,0.925,0.925,0.8968,0.922,0.6974,0.9437,0.9433,-3071.4585,-2971.4613,6206.917,6321.3474,264,6219.8912,0.0951,0.0808,0.1098,0,0.0597,0.0597,0.0633,0.0633,0.0633,0.0684,0.0684,0.0633,0.0633,103.8711,116.0619,0.9014,0.8479,0.5844,0.7656,1,NA,NA,NA,NA
Centro de Tecnologia - CTEC,NA,Presencial,NA,333,32,0.3356,223.5341,59,0,3857.4063,78,0,0.9565,0.9424,0.9424,0.9234,0.9421,0.7126,0.9567,0.9565,-3493.1811,-3381.414,7050.3622,7172.2227,333,7070.7166,0.0915,0.0789,0.1044,0,0.0851,0.0851,0.0609,0.0609,0.0609,0.0657,0.0657,0.0609,0.0609,117.0935,130.8513,0.9175,0.8727,0.5948,0.7811,0.8635,NA,NA,NA,NA
Faculdade de Letras - FALE,NA,Presencial,NA,154,32,0.3942,121.4265,59,0,1783.9273,78,0,0.9634,0.9516,0.9516,0.91,0.9319,0.7049,0.9638,0.9634,-1820.976,-1760.2628,3705.9521,3803.1346,154,3701.8498,0.0829,0.0618,0.1038,0.0068,0.1197,0.1197,0.079,0.079,0.079,0.0853,0.0853,0.079,0.079,99.836,111.5486,0.9,0.8458,0.5835,0.8165,1.2041,NA,NA,NA,NA
Centro de Educação - CEDU,NA,Presencial,NA,419,32,0.4034,338.0862,59,0,3982.1799,78,0,0.9285,0.9055,0.9055,0.8878,0.9151,0.6922,0.9289,0.9285,-5037.4965,-4868.4534,10138.993,10268.2049,419,10166.6596,0.1063,0.0954,0.1174,0,0.1671,0.1671,0.0961,0.0961,0.0961,0.1038,0.1038,0.0961,0.0961,97.5815,109.027,0.8997,0.8453,0.5833,0.7167,0.9596,NA,NA,poor model fit,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,NA,146,32,0.6012,175.55,59,0,1468.3527,78,0,0.9162,0.8892,0.8892,0.8419,0.8804,0.666,0.9173,0.9162,-1679.8407,-1592.0656,3423.6813,3519.1567,146,3417.8944,0.1163,0.0967,0.1364,0,0.0885,0.0885,0.0872,0.0872,0.0872,0.0942,0.0942,0.0872,0.0872,65.8126,73.4933,0.8637,0.7898,0.56,0.6709,1.6408,NA,NA,poor model fit,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,Presencial,NA,234,32,0.5307,248.3906,59,0,2537.0081,78,0,0.923,0.8982,0.8982,0.8706,0.9021,0.6824,0.9236,0.923,-2843.1014,-2718.9061,5750.2029,5860.7731,234,5759.3478,0.1171,0.1023,0.1324,0,0.1226,0.1226,0.08,0.08,0.08,0.0864,0.0864,0.08,0.08,74.4156,83.1157,0.8749,0.807,0.5672,0.6672,1.335,NA,NA,poor model fit,NA
Instituto de Psicologia - IP,NA,Presencial,NA,106,32,0.5179,109.7934,59,1e-04,1156.0316,78,0,0.9529,0.9377,0.9377,0.8744,0.905,0.6846,0.9537,0.9529,-1305.3,-1250.4033,2674.5999,2759.83,106,2658.7304,0.0901,0.0634,0.1161,0.0092,0.1705,0.1705,0.085,0.085,0.085,0.0918,0.0918,0.085,0.085,76.238,85.1541,0.8779,0.8116,0.5692,0.7869,1.6396,NA,NA,NA,NA
Instituto de Ciências Atmosféricas - ICAT,NA,Presencial,NA,66,32,0.8221,108.5184,59,1e-04,849.1106,78,0,0.9358,0.9151,0.9151,0.831,0.8722,0.6597,0.9373,0.9358,-700.7492,-646.49,1465.4983,1535.5673,66,1434.8249,0.1128,0.0787,0.1458,0.0028,0.1557,0.1557,0.132,0.132,0.132,0.1426,0.1426,0.132,0.132,48.3967,54.0135,0.8168,0.7174,0.5296,0.6872,2.6139,NA,NA,poor model fit,NA
Instituto de Ciências Sociais - ICS,NA,Presencial,NA,37,32,1.2328,91.226,59,0.0045,531.237,78,0,0.9289,0.906,0.906,0.773,0.8283,0.6265,0.9318,0.9289,-457.2219,-411.6089,978.4437,1029.9931,37,929.98,0.1215,0.0686,0.1687,0.0192,0.2009,0.2009,0.1193,0.1193,0.1193,0.1289,0.1289,0.1193,0.1193,32.6075,36.3532,0.7433,0.6041,0.4819,0.6469,4.1953,NA,NA,poor model fit,NA
NA,Graduação (bacharelado),Presencial,NA,2609,32,0.3168,1653.0106,59,0,27997.272,78,0,0.9429,0.9245,0.9245,0.9219,0.941,0.7118,0.9429,0.9429,-29948.5764,-29122.0711,59961.1528,60148.8879,2609,60047.2147,0.1018,0.0976,0.106,0,0.0822,0.0822,0.0606,0.0606,0.0606,0.0654,0.0654,0.0606,0.0606,124.0003,138.5765,0.9198,0.8762,0.5963,0.7368,0.6581,NA,NA,poor model fit,NA
Campus CECA,Graduação (bacharelado),Presencial,NA,212,32,0.4214,178.6715,59,0,2317.9973,78,0,0.9466,0.9294,0.9294,0.8981,0.9229,0.6981,0.947,0.9466,-2558.47,-2469.1343,5180.9401,5288.3509,212,5186.9536,0.0978,0.0816,0.1144,0,0.0472,0.0472,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,93.4673,104.4251,0.8968,0.8408,0.5814,0.7541,1.1447,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,NA,448,32,0.4123,369.4191,59,0,4754.7662,78,0,0.9336,0.9123,0.9123,0.8973,0.9223,0.6976,0.9339,0.9336,-5055.0457,-4870.3361,10174.0914,10305.4447,448,10203.8896,0.1084,0.0979,0.1191,0,0.0608,0.0608,0.0558,0.0558,0.0558,0.0603,0.0603,0.0558,0.0558,95.5075,106.7071,0.8984,0.8434,0.5825,0.7072,0.9675,NA,NA,poor model fit,NA
Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),Presencial,NA,45,32,1.1563,104.0654,59,3e-04,733.1569,78,0,0.9312,0.9091,0.9091,0.8123,0.8581,0.649,0.9332,0.9312,-413.7359,-361.7032,891.4718,949.285,45,848.9788,0.1303,0.0879,0.1708,0.0027,0.0903,0.0903,0.0682,0.0682,0.0682,0.0736,0.0736,0.0682,0.0682,34.6987,38.6922,0.7672,0.6409,0.4974,0.6061,3.7348,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial,NA,223,32,0.5449,243.0234,59,0,2499.1973,78,0,0.924,0.8995,0.8995,0.8714,0.9028,0.6829,0.9246,0.924,-2676.4573,-2554.9457,5416.9147,5525.9442,223,5424.5322,0.1183,0.103,0.1339,0,0.0973,0.0973,0.0709,0.0709,0.0709,0.0766,0.0766,0.0709,0.0709,72.5096,80.9839,0.8687,0.7974,0.5632,0.6619,1.3768,NA,NA,poor model fit,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial,NA,243,32,0.3644,177.1079,59,0,2330.3716,78,0,0.9476,0.9307,0.9307,0.8995,0.924,0.6989,0.948,0.9476,-2817.6783,-2729.1244,5699.3567,5811.1346,243,5709.6992,0.0908,0.0756,0.1063,0,0.0496,0.0496,0.059,0.059,0.059,0.0637,0.0637,0.059,0.059,107.9242,120.5953,0.9048,0.8531,0.5866,0.7843,0.9922,NA,NA,NA,NA
Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial,NA,289,32,0.3436,198.6053,59,0,3310.1145,78,0,0.9568,0.9429,0.9429,0.9207,0.94,0.711,0.9571,0.9568,-2990.4806,-2891.1779,6044.9611,6162.2868,289,6060.8097,0.0905,0.0768,0.1045,0,0.0931,0.0931,0.0659,0.0659,0.0659,0.0711,0.0711,0.0659,0.0659,114.4004,127.839,0.9154,0.8696,0.5935,0.7854,0.9087,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),Presencial,NA,141,32,0.5846,164.8658,59,0,1576.6724,78,0,0.9294,0.9066,0.9066,0.8618,0.8954,0.6773,0.9302,0.9294,-1513.029,-1430.596,3090.0579,3184.4182,141,3083.1712,0.1128,0.0926,0.1334,0,0.1358,0.1358,0.0969,0.0969,0.0969,0.1046,0.1046,0.0969,0.0969,67.6494,75.5477,0.8622,0.7875,0.559,0.687,1.6232,NA,NA,poor model fit,NA
Instituto de Psicologia - IP,Graduação (bacharelado),Presencial,NA,79,32,0.6863,108.4302,59,1e-04,958.3794,78,0,0.9439,0.9258,0.9258,0.8504,0.8869,0.6708,0.945,0.9439,-920.4219,-866.2068,1904.8437,1980.6661,79,1879.7684,0.103,0.0718,0.1332,0.0046,0.1695,0.1695,0.0971,0.0971,0.0971,0.1048,0.1048,0.0971,0.0971,57.7786,64.5071,0.8501,0.7687,0.5511,0.7314,2.1827,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),Presencial,NA,1203,32,0.3771,907.2517,59,0,12595.3614,78,0,0.9322,0.9104,0.9104,0.9048,0.928,0.7019,0.9323,0.9322,-14719.277,-14265.6512,29502.5541,29665.5164,1203,29563.8719,0.1093,0.1031,0.1157,0,0.0725,0.0725,0.0673,0.0673,0.0673,0.0727,0.0727,0.0673,0.0673,104.3345,116.5802,0.9103,0.8617,0.5902,0.7029,0.8074,NA,NA,poor model fit,NA
