Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial,NA,308,32,0.3763,231.8096,59,0,3325.2825,78,0,0.9468,0.9296,0.9296,0.9078,0.9303,0.7037,0.9471,0.9468,-3361.8205,-3245.9157,6787.6411,6907.0043,308,6805.5137,0.0975,0.0845,0.1109,0,0.044,0.044,0.0635,0.0635,0.0635,0.0686,0.0686,0.0635,0.0635,104.5445,116.815,0.9081,0.8583,0.5888,0.7554,0.9604,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial,NA,142,32,0.6178,175.4644,59,0,1643.8534,78,0,0.9256,0.9017,0.9017,0.8589,0.8933,0.6757,0.9265,0.9256,-1820.4768,-1732.7446,3704.9537,3799.5402,142,3698.29,0.1179,0.098,0.1382,0,0.1189,0.1189,0.0847,0.0847,0.0847,0.0915,0.0915,0.0847,0.0847,64.0677,71.5416,0.8584,0.7816,0.5565,0.6636,1.6864,NA,NA,poor model fit,NA
Faculdade de Letras - FALE,Graduação (licenciatura),Presencial,NA,119,32,0.3693,87.8962,59,0.0087,1559.5322,78,0,0.9805,0.9742,0.9742,0.9255,0.9436,0.7138,0.9807,0.9805,-1290.126,-1246.1779,2644.2521,2733.184,119,2632.0196,0.0642,0.033,0.091,0.1984,0.0948,0.0948,0.0691,0.0691,0.0691,0.0746,0.0746,0.0691,0.0691,106.5078,119.0111,0.904,0.852,0.5861,0.8857,1.2764,NA,NA,NA,the model has close fit
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,NA,330,32,0.3735,246.4995,59,0,3152.1791,78,0,0.939,0.9194,0.9194,0.8966,0.9218,0.6973,0.9394,0.939,-3888.4437,-3765.194,7840.8875,7962.4584,330,7860.9541,0.0981,0.0856,0.111,0,0.1083,0.1083,0.0772,0.0772,0.0772,0.0833,0.0833,0.0772,0.0772,105.3291,117.6927,0.9069,0.8564,0.588,0.7527,0.9409,NA,NA,NA,NA
NA,Doutorado,Presencial,NA,140,32,0.5781,161.8785,59,0,1190.0878,78,0,0.9075,0.8777,0.8777,0.8202,0.864,0.6535,0.909,0.9075,-1599.4493,-1518.51,3262.8986,3357.0311,140,3255.7873,0.1116,0.0913,0.1323,0,0.091,0.091,0.0961,0.0961,0.0961,0.1038,0.1038,0.0961,0.0961,68.3979,76.3849,0.8646,0.7911,0.5605,0.6925,1.6134,NA,NA,poor model fit,NA
NA,NA,Educação a Distância,NA,154,32,0.4897,150.8347,59,0,1251.7387,78,0,0.9218,0.8966,0.8966,0.8407,0.8795,0.6653,0.923,0.9218,-1899.287,-1823.8696,3862.574,3959.7565,154,3858.4717,0.1005,0.0808,0.1205,0,0.1194,0.1194,0.0923,0.0923,0.0923,0.0997,0.0997,0.0923,0.0923,80.5659,89.9949,0.8825,0.8188,0.5722,0.7422,1.395,NA,NA,poor model fit,NA
NA,NA,NA,Não Tem Nemhum Dispositivo,597,32,0.3517,419.9078,59,0,6315.8393,78,0,0.9421,0.9235,0.9235,0.9121,0.9335,0.7061,0.9423,0.9421,-7216.0256,-7006.0718,14496.0513,14636.5926,597,14535.0019,0.1012,0.0922,0.1105,0,0.0446,0.0446,0.0464,0.0464,0.0464,0.0501,0.0501,0.0464,0.0464,111.797,124.927,0.9158,0.8702,0.5938,0.7391,0.8106,NA,NA,poor model fit,NA
Centro de Educação - CEDU,NA,NA,Não Tem Nemhum Dispositivo,99,32,0.6312,124.9722,59,0,917.3216,78,0,0.9214,0.8961,0.8961,0.8199,0.8638,0.6534,0.9231,0.9214,-1232.8666,-1170.3805,2529.7332,2612.777,99,2511.7193,0.1063,0.0803,0.1322,5e-04,0.1231,0.1231,0.1031,0.1031,0.1031,0.1113,0.1113,0.1031,0.1031,62.7347,70.0506,0.8685,0.7973,0.5631,0.7166,1.9088,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Não Tem Nemhum Dispositivo,61,32,1.1078,135.1573,59,0,765.2866,78,0,0.8892,0.8535,0.8535,0.7665,0.8234,0.6228,0.8922,0.8892,-657.2183,-589.6396,1378.4366,1445.9845,61,1345.3192,0.1455,0.1132,0.1779,0,0.0851,0.0851,0.0733,0.0733,0.0733,0.0792,0.0792,0.0733,0.0733,36.1721,40.3401,0.7762,0.6549,0.5033,0.5357,3.2649,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),NA,Não Tem Nemhum Dispositivo,293,32,0.3366,197.2217,59,0,3046.597,78,0,0.9534,0.9384,0.9384,0.9144,0.9353,0.7074,0.9537,0.9534,-3530.396,-3431.7852,7124.7921,7242.5576,293,7141.0776,0.0894,0.0758,0.1034,0,0.0574,0.0574,0.057,0.057,0.057,0.0616,0.0616,0.057,0.057,116.7765,130.4967,0.9197,0.8762,0.5963,0.7899,0.8915,NA,NA,NA,NA
Centro de Educação - CEDU,Graduação (licenciatura),NA,Não Tem Nemhum Dispositivo,97,32,0.6372,123.6122,59,0,921.2735,78,0,0.9234,0.8987,0.8987,0.8226,0.8658,0.6549,0.9251,0.9234,-1195.5921,-1133.786,2455.1841,2537.5749,97,2436.5302,0.1063,0.0799,0.1325,6e-04,0.1163,0.1163,0.0999,0.0999,0.0999,0.1079,0.1079,0.0999,0.0999,62.153,69.4,0.8664,0.794,0.5617,0.7167,1.9341,NA,NA,poor model fit,NA
NA,NA,Presencial,Não Tem Nemhum Dispositivo,589,32,0.3531,415.9205,59,0,6291.7502,78,0,0.9426,0.9241,0.9241,0.9126,0.9339,0.7064,0.9427,0.9426,-7073.3756,-6865.4153,14210.7511,14350.8608,589,14249.2715,0.1013,0.0923,0.1106,0,0.0452,0.0452,0.0468,0.0468,0.0468,0.0505,0.0505,0.0468,0.0468,111.3602,124.4385,0.915,0.8688,0.5932,0.7386,0.8148,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Não Tem Nemhum Dispositivo,61,32,1.1078,135.1573,59,0,765.2866,78,0,0.8892,0.8535,0.8535,0.7665,0.8234,0.6228,0.8922,0.8892,-657.2183,-589.6396,1378.4366,1445.9845,61,1345.3192,0.1455,0.1132,0.1779,0,0.0851,0.0851,0.0733,0.0733,0.0733,0.0792,0.0792,0.0733,0.0733,36.1721,40.3401,0.7762,0.6549,0.5033,0.5357,3.2649,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,285,32,0.3519,200.5771,59,0,3048.3923,78,0,0.9523,0.937,0.937,0.913,0.9342,0.7066,0.9526,0.9523,-3380.6313,-3280.3428,6825.2627,6942.1423,285,6840.6684,0.0918,0.078,0.1059,0,0.0587,0.0587,0.0585,0.0585,0.0585,0.0632,0.0632,0.0585,0.0585,111.7315,124.8538,0.9149,0.8688,0.5932,0.7801,0.9283,NA,NA,NA,NA
NA,NA,NA,Dispositivo Compartilhado,1879,32,0.2945,1106.6068,59,0,18003.2803,78,0,0.9416,0.9227,0.9227,0.9187,0.9385,0.7099,0.9416,0.9416,-22280.6845,-21727.3811,44625.369,44802.6009,1879,44700.9372,0.0972,0.0922,0.1023,0,0.1018,0.1018,0.0716,0.0716,0.0716,0.0774,0.0774,0.0716,0.0716,133.3247,149.0059,0.924,0.8827,0.599,0.7567,0.623,NA,NA,NA,NA
Campus CECA,NA,NA,Dispositivo Compartilhado,115,32,0.5093,117.1489,59,0,1310.7348,78,0,0.9528,0.9376,0.9376,0.8818,0.9106,0.6888,0.9535,0.9528,-1407.1461,-1348.5717,2878.2923,2966.1301,115,2864.9841,0.0926,0.0678,0.117,0.0038,0.1053,0.1053,0.0801,0.0801,0.0801,0.0865,0.0865,0.0801,0.0801,77.501,86.5668,0.8781,0.8119,0.5693,0.7766,1.5752,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,NA,Dispositivo Compartilhado,87,32,0.7437,129.4084,59,0,824.9516,78,0,0.9057,0.8754,0.8754,0.7926,0.8431,0.6378,0.9081,0.9057,-1087.5666,-1022.8624,2239.1333,2318.0423,87,2217.0719,0.1171,0.0897,0.1445,1e-04,0.111,0.111,0.0954,0.0954,0.0954,0.103,0.103,0.0954,0.0954,53.3919,59.6006,0.8407,0.7543,0.5451,0.6672,2.2231,NA,NA,poor model fit,NA
Centro de Educação - CEDU,NA,NA,Dispositivo Compartilhado,230,32,0.4466,205.4385,59,0,2158.1813,78,0,0.9296,0.9069,0.9069,0.8742,0.9048,0.6844,0.9302,0.9296,-2674.3704,-2571.6512,5412.7409,5522.7594,230,5421.3387,0.1039,0.0886,0.1195,0,0.186,0.186,0.1013,0.1013,0.1013,0.1094,0.1094,0.1013,0.1013,88.2476,98.5869,0.8798,0.8146,0.5704,0.7274,1.1715,NA,NA,poor model fit,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,NA,Dispositivo Compartilhado,68,32,1.0503,142.8379,59,0,770.2555,78,0,0.8789,0.8399,0.8399,0.7548,0.8146,0.6161,0.8821,0.8789,-725.0087,-653.5898,1514.0175,1585.0417,68,1484.2716,0.1446,0.1145,0.1749,0,0.0814,0.0814,0.0926,0.0926,0.0926,0.1,0.1,0.0926,0.0926,38.0999,42.4965,0.8021,0.6947,0.52,0.5399,3.0417,NA,unacceptable model fit,poor model fit,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,NA,Dispositivo Compartilhado,94,32,0.8542,160.5883,59,0,948.6891,78,0,0.8833,0.8458,0.8458,0.7762,0.8307,0.6284,0.8858,0.8833,-1176.6817,-1096.3875,2417.3634,2498.7488,94,2397.7248,0.1353,0.1105,0.1607,0,0.1372,0.1372,0.0862,0.0862,0.0862,0.0931,0.0931,0.0862,0.0862,46.6165,52.0223,0.826,0.7317,0.5356,0.5825,2.3892,NA,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),NA,Dispositivo Compartilhado,1098,32,0.2939,645.3593,59,0,10828.7321,78,0,0.9455,0.9279,0.9279,0.9212,0.9404,0.7113,0.9456,0.9455,-12595.4388,-12272.7591,25254.8775,25414.9174,1098,25313.2779,0.0951,0.0886,0.1018,0,0.0763,0.0763,0.0637,0.0637,0.0637,0.0688,0.0688,0.0637,0.0637,133.5893,149.3018,0.9253,0.8849,0.6,0.7657,0.646,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Dispositivo Compartilhado,216,32,0.3832,165.5362,59,0,1957.4747,78,0,0.9433,0.9251,0.9251,0.8882,0.9154,0.6924,0.9439,0.9433,-2310.3604,-2227.5922,4684.7207,4792.7296,216,4691.3269,0.0914,0.0751,0.1081,0,0.0546,0.0546,0.0595,0.0595,0.0595,0.0642,0.0642,0.0595,0.0595,102.6877,114.7382,0.9018,0.8486,0.5847,0.7814,1.0627,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,Dispositivo Compartilhado,82,32,0.7425,121.7658,59,0,803.7247,78,0,0.9135,0.8857,0.8857,0.7997,0.8485,0.6418,0.9157,0.9135,-1026.5605,-965.6776,2117.121,2194.136,82,2093.2094,0.1139,0.085,0.1426,4e-04,0.1135,0.1135,0.0943,0.0943,0.0943,0.1019,0.1019,0.0943,0.0943,53.4803,59.6995,0.8417,0.7559,0.5457,0.682,2.2654,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),NA,Dispositivo Compartilhado,620,32,0.3436,426.1178,59,0,5802.0077,78,0,0.9359,0.9152,0.9152,0.9029,0.9266,0.7009,0.9361,0.9359,-7529.3926,-7316.3337,15122.7852,15264.5362,620,15162.9415,0.1002,0.0914,0.1092,0,0.1064,0.1064,0.0754,0.0754,0.0754,0.0814,0.0814,0.0754,0.0754,114.3887,127.8258,0.9099,0.861,0.5899,0.7437,0.7905,NA,NA,poor model fit,NA
Centro de Educação - CEDU,Graduação (licenciatura),NA,Dispositivo Compartilhado,178,32,0.4788,170.464,59,0,1667.7689,78,0,0.9299,0.9073,0.9073,0.8649,0.8978,0.6791,0.9307,0.9299,-2053.5128,-1968.2808,4171.0255,4272.8426,178,4171.5024,0.103,0.0852,0.1213,0,0.1555,0.1555,0.0934,0.0934,0.0934,0.1008,0.1008,0.0934,0.0934,82.3757,92.0192,0.8688,0.7977,0.5633,0.7312,1.3172,NA,NA,poor model fit,NA
NA,Mestrado,NA,Dispositivo Compartilhado,93,32,0.6134,114.0876,59,0,958.5417,78,0,0.9374,0.9173,0.9173,0.8426,0.881,0.6664,0.9388,0.9374,-1103.3984,-1046.3546,2270.7968,2351.84,93,2250.8231,0.1002,0.0723,0.1276,0.0029,0.1122,0.1122,0.0748,0.0748,0.0748,0.0808,0.0808,0.0748,0.0748,64.5261,72.0543,0.8517,0.7712,0.5522,0.7437,1.9149,NA,NA,poor model fit,NA
NA,NA,Presencial,Dispositivo Compartilhado,1787,32,0.2886,1031.2962,59,0,17318.5933,78,0,0.9436,0.9254,0.9254,0.9213,0.9405,0.7114,0.9437,0.9436,-20908.2643,-20392.6162,41880.5287,42056.1541,1787,41954.4921,0.096,0.0909,0.1012,0,0.0851,0.0851,0.0663,0.0663,0.0663,0.0717,0.0717,0.0663,0.0663,136.0357,152.0382,0.9254,0.885,0.6,0.7618,0.6129,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Compartilhado,359,32,0.269,193.1367,59,0,3320.2036,78,0,0.9586,0.9453,0.9453,0.9231,0.9418,0.7124,0.9589,0.9586,-3837.8412,-3741.2729,7739.6825,7863.9488,359,7762.4288,0.0796,0.0673,0.0922,1e-04,0.0453,0.0453,0.0547,0.0547,0.0547,0.059,0.059,0.0547,0.0547,145.8563,163.0225,0.9297,0.8915,0.6027,0.8296,0.7163,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,Dispositivo Compartilhado,87,32,0.7437,129.4084,59,0,824.9516,78,0,0.9057,0.8754,0.8754,0.7926,0.8431,0.6378,0.9081,0.9057,-1087.5666,-1022.8624,2239.1333,2318.0423,87,2217.0719,0.1171,0.0897,0.1445,1e-04,0.111,0.111,0.0954,0.0954,0.0954,0.103,0.103,0.0954,0.0954,53.3919,59.6006,0.8407,0.7543,0.5451,0.6672,2.2231,NA,NA,poor model fit,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,Dispositivo Compartilhado,68,32,1.0503,142.8379,59,0,770.2555,78,0,0.8789,0.8399,0.8399,0.7548,0.8146,0.6161,0.8821,0.8789,-725.0087,-653.5898,1514.0175,1585.0417,68,1484.2716,0.1446,0.1145,0.1749,0,0.0814,0.0814,0.0926,0.0926,0.0926,0.1,0.1,0.0926,0.0926,38.0999,42.4965,0.8021,0.6947,0.52,0.5399,3.0417,NA,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),Presencial,Dispositivo Compartilhado,1092,32,0.289,631.2816,59,0,10859.4891,78,0,0.9469,0.9298,0.9298,0.9231,0.9419,0.7124,0.947,0.9469,-12453.9686,-12138.3278,24971.9372,25131.8017,1092,25030.1626,0.0942,0.0877,0.101,0,0.0753,0.0753,0.0628,0.0628,0.0628,0.0678,0.0678,0.0628,0.0628,135.8053,151.7805,0.9264,0.8865,0.6006,0.7695,0.6367,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Dispositivo Compartilhado,215,32,0.374,160.8064,59,0,1994.5142,78,0,0.9469,0.9298,0.9298,0.8934,0.9194,0.6954,0.9474,0.9469,-2271.6329,-2191.2297,4607.2658,4715.1262,215,4613.7248,0.0896,0.0732,0.1063,1e-04,0.0525,0.0525,0.0578,0.0578,0.0578,0.0624,0.0624,0.0578,0.0578,105.194,117.5415,0.904,0.852,0.5861,0.7892,1.0456,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial,Dispositivo Compartilhado,82,32,0.7425,121.7658,59,0,803.7247,78,0,0.9135,0.8857,0.8857,0.7997,0.8485,0.6418,0.9157,0.9135,-1026.5605,-965.6776,2117.121,2194.136,82,2093.2094,0.1139,0.085,0.1426,4e-04,0.1135,0.1135,0.0943,0.0943,0.0943,0.1019,0.1019,0.0943,0.0943,53.4803,59.6995,0.8417,0.7559,0.5457,0.682,2.2654,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),Presencial,Dispositivo Compartilhado,550,32,0.3427,376.9357,59,0,5291.9231,78,0,0.939,0.9194,0.9194,0.9058,0.9288,0.7025,0.9392,0.939,-6498.5771,-6310.1093,13061.1542,13199.0716,550,13097.49,0.099,0.0896,0.1086,0,0.071,0.071,0.0663,0.0663,0.0663,0.0716,0.0716,0.0663,0.0663,114.7111,128.1865,0.9113,0.8632,0.5909,0.749,0.8017,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial,Dispositivo Compartilhado,142,32,0.3114,88.4248,59,0.0079,1411.5191,78,0,0.9779,0.9708,0.9708,0.9172,0.9374,0.709,0.9782,0.9779,-1484.3782,-1440.1658,3032.7563,3127.3428,142,3026.0926,0.0593,0.0311,0.0837,0.2631,0.0477,0.0477,0.0662,0.0662,0.0662,0.0715,0.0715,0.0662,0.0662,126.1475,140.9781,0.9216,0.8791,0.5975,0.9016,1.0734,NA,NA,NA,the model has close fit
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,Dispositivo Compartilhado,148,32,0.4419,130.8078,59,0,1446.5438,78,0,0.9475,0.9306,0.9306,0.8805,0.9096,0.688,0.9482,0.9475,-1604.9314,-1539.5275,3273.8629,3369.7737,148,3268.5055,0.0907,0.0698,0.1117,0.0012,0.1396,0.1396,0.0911,0.0911,0.0911,0.0984,0.0984,0.0911,0.0911,89.173,99.622,0.8819,0.8179,0.5718,0.7846,1.3163,NA,NA,NA,NA
NA,Mestrado,Presencial,Dispositivo Compartilhado,93,32,0.6134,114.0876,59,0,958.5417,78,0,0.9374,0.9173,0.9173,0.8426,0.881,0.6664,0.9388,0.9374,-1103.3984,-1046.3546,2270.7968,2351.84,93,2250.8231,0.1002,0.0723,0.1276,0.0029,0.1122,0.1122,0.0748,0.0748,0.0748,0.0808,0.0808,0.0748,0.0748,64.5261,72.0543,0.8517,0.7712,0.5522,0.7437,1.9149,NA,NA,poor model fit,NA
NA,NA,NA,Dispositivo Próprio,1893,32,0.3813,1443.6028,59,0,18462.5539,78,0,0.9247,0.9004,0.9004,0.8966,0.9218,0.6973,0.9248,0.9247,-20898.3018,-20176.5004,41860.6035,42038.0729,1893,41936.409,0.1113,0.1064,0.1164,0,0.1139,0.1139,0.0738,0.0738,0.0738,0.0797,0.0797,0.0738,0.0738,103.1905,115.3006,0.9078,0.8578,0.5886,0.6937,0.7964,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Dispositivo Próprio,271,32,0.6671,361.5502,59,0,2793.0375,78,0,0.8886,0.8527,0.8527,0.8289,0.8706,0.6585,0.8893,0.8886,-2945.4859,-2764.7108,5954.9718,6070.2396,271,5968.7772,0.1376,0.1241,0.1514,0,0.1083,0.1083,0.0873,0.0873,0.0873,0.0943,0.0943,0.0873,0.0873,59.4128,66.3351,0.8695,0.7987,0.5637,0.5722,1.5703,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,NA,Dispositivo Próprio,111,32,0.7144,158.5976,59,0,1258.7702,78,0,0.9157,0.8885,0.8885,0.8334,0.874,0.6611,0.917,0.9157,-1237.8834,-1158.5846,2539.7667,2626.4717,111,2525.3454,0.1233,0.1004,0.1467,0,0.12,0.12,0.0766,0.0766,0.0766,0.0827,0.0827,0.0766,0.0766,55.5424,62.0059,0.8387,0.7512,0.5438,0.6385,2.0054,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Dispositivo Próprio,92,32,0.7312,134.5331,59,0,1046.2572,78,0,0.922,0.8969,0.8969,0.83,0.8714,0.6591,0.9235,0.922,-1134.6759,-1067.4094,2333.3518,2414.0491,92,2313.0396,0.118,0.0917,0.1444,1e-04,0.2759,0.2759,0.1342,0.1342,0.1342,0.145,0.145,0.1342,0.1342,54.2925,60.608,0.8381,0.7503,0.5434,0.6633,2.158,NA,NA,poor model fit,NA
NA,Graduação (bacharelado),NA,Dispositivo Próprio,1222,32,0.3472,848.5664,59,0,12436.4851,78,0,0.9361,0.9155,0.9155,0.9098,0.9318,0.7048,0.9362,0.9361,-12605.8254,-12181.5423,25275.6509,25439.1147,1222,25337.4693,0.1046,0.0985,0.1109,0,0.1071,0.1071,0.0697,0.0697,0.0697,0.0753,0.0753,0.0697,0.0697,113.2259,126.5252,0.9125,0.8651,0.5916,0.7239,0.7468,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Dispositivo Próprio,173,32,0.6942,240.2074,59,0,1897.0556,78,0,0.9004,0.8683,0.8683,0.8326,0.8734,0.6606,0.9014,0.9004,-1816.7249,-1696.6212,3697.4499,3798.3552,173,3697.0253,0.1332,0.1159,0.151,0,0.1146,0.1146,0.0947,0.0947,0.0947,0.1023,0.1023,0.0947,0.0947,57.1264,63.7777,0.8557,0.7774,0.5548,0.5923,1.7584,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),NA,Dispositivo Próprio,110,32,0.7104,156.2834,59,0,1242.1823,78,0,0.9164,0.8895,0.8895,0.8337,0.8742,0.6612,0.9178,0.9164,-1230.8354,-1152.6937,2525.6708,2612.0861,110,2510.965,0.1224,0.0993,0.1459,0,0.1203,0.1203,0.0766,0.0766,0.0766,0.0827,0.0827,0.0766,0.0766,55.8513,62.3515,0.8394,0.7524,0.5443,0.6426,2.0026,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),NA,Dispositivo Próprio,403,32,0.6245,503.3612,59,0,4167.5835,78,0,0.8913,0.8564,0.8564,0.8403,0.8792,0.6651,0.8918,0.8913,-4805.7954,-4554.1149,9675.5909,9803.5569,403,9702.0176,0.1367,0.1258,0.1478,0,0.1059,0.1059,0.0816,0.0816,0.0816,0.0881,0.0881,0.0816,0.0816,63.3926,70.7864,0.8776,0.8112,0.569,0.5762,1.4078,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),NA,Dispositivo Próprio,49,32,1.3029,127.6834,59,0,642.0367,78,0,0.8782,0.839,0.839,0.7371,0.8011,0.606,0.8822,0.8782,-593.9422,-530.1005,1251.8844,1312.4227,49,1212.0051,0.1541,0.1175,0.1908,0,0.1627,0.1627,0.1252,0.1252,0.1252,0.1353,0.1353,0.1252,0.1252,30.9068,34.4509,0.7692,0.644,0.4987,0.4962,3.9119,NA,unacceptable model fit,poor model fit,NA
NA,Doutorado,NA,Dispositivo Próprio,97,32,0.8349,161.9641,59,0,857.0383,78,0,0.8678,0.8253,0.8253,0.7502,0.811,0.6135,0.871,0.8678,-1168.4908,-1087.5088,2400.9816,2483.3724,97,2382.3278,0.1341,0.1097,0.159,0,0.0869,0.0869,0.1004,0.1004,0.1004,0.1085,0.1085,0.1004,0.1004,47.6724,53.2034,0.8117,0.7096,0.5263,0.5882,2.3295,NA,unacceptable model fit,poor model fit,NA
NA,NA,Presencial,Dispositivo Próprio,1839,32,0.3836,1410.8524,59,0,18109.3406,78,0,0.925,0.9009,0.9009,0.897,0.9221,0.6975,0.9251,0.925,-20124.948,-19419.5218,40313.896,40490.4393,1839,40388.7764,0.1116,0.1066,0.1167,0,0.1114,0.1114,0.0733,0.0733,0.0733,0.0792,0.0792,0.0733,0.0733,102.5799,114.6177,0.9072,0.8569,0.5882,0.6924,0.802,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Próprio,264,32,0.6851,361.72,59,0,2697.6272,78,0,0.8844,0.8472,0.8472,0.8227,0.8659,0.655,0.8853,0.8844,-2828.5738,-2647.7138,5721.1475,5835.5779,264,5734.1217,0.1394,0.1258,0.1534,0,0.1074,0.1074,0.0892,0.0892,0.0892,0.0964,0.0964,0.0892,0.0892,57.8773,64.6176,0.8701,0.7997,0.5642,0.5636,1.6126,NA,unacceptable model fit,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,Presencial,Dispositivo Próprio,111,32,0.7144,158.5976,59,0,1258.7702,78,0,0.9157,0.8885,0.8885,0.8334,0.874,0.6611,0.917,0.9157,-1237.8834,-1158.5846,2539.7667,2626.4717,111,2525.3454,0.1233,0.1004,0.1467,0,0.12,0.12,0.0766,0.0766,0.0766,0.0827,0.0827,0.0766,0.0766,55.5424,62.0059,0.8387,0.7512,0.5438,0.6385,2.0054,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Dispositivo Próprio,92,32,0.7312,134.5331,59,0,1046.2572,78,0,0.922,0.8969,0.8969,0.83,0.8714,0.6591,0.9235,0.922,-1134.6759,-1067.4094,2333.3518,2414.0491,92,2313.0396,0.118,0.0917,0.1444,1e-04,0.2759,0.2759,0.1342,0.1342,0.1342,0.145,0.145,0.1342,0.1342,54.2925,60.608,0.8381,0.7503,0.5434,0.6633,2.158,NA,NA,poor model fit,NA
NA,Graduação (bacharelado),Presencial,Dispositivo Próprio,1220,32,0.348,849.2242,59,0,12404.6124,78,0,0.9359,0.9152,0.9152,0.9095,0.9315,0.7046,0.936,0.9359,-12588.3126,-12163.7005,25240.6253,25404.0367,1220,25302.3914,0.1048,0.0986,0.1111,0,0.1063,0.1063,0.0696,0.0696,0.0696,0.0752,0.0752,0.0696,0.0696,112.9554,126.2227,0.9124,0.8649,0.5916,0.7233,0.7485,NA,NA,poor model fit,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Dispositivo Próprio,172,32,0.695,239.094,59,0,1876.9129,78,0,0.8999,0.8676,0.8676,0.8316,0.8726,0.6601,0.9009,0.8999,-1802.4343,-1682.8873,3668.8686,3769.5885,172,3668.2607,0.1332,0.1159,0.1511,0,0.11,0.11,0.0937,0.0937,0.0937,0.1012,0.1012,0.0937,0.0937,57.0618,63.7055,0.8563,0.7784,0.5552,0.5924,1.7622,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial,Dispositivo Próprio,110,32,0.7104,156.2834,59,0,1242.1823,78,0,0.9164,0.8895,0.8895,0.8337,0.8742,0.6612,0.9178,0.9164,-1230.8354,-1152.6937,2525.6708,2612.0861,110,2510.965,0.1224,0.0993,0.1459,0,0.1203,0.1203,0.0766,0.0766,0.0766,0.0827,0.0827,0.0766,0.0766,55.8513,62.3515,0.8394,0.7524,0.5443,0.6426,2.0026,NA,NA,poor model fit,NA
