Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Dispositivo Próprio,271,37,0.7384,400.2139,99,0,3059.8717,120,0,0.8975,0.8758,0.8758,0.8415,0.8692,0.7171,0.8983,0.8975,-3797.9581,-3597.8512,7669.9163,7803.1947,271,7685.8787,0.106,0.0952,0.1169,0,0.1396,0.1396,0.1042,0.1042,0.1042,0.1109,0.1109,0.1042,0.1042,84.4405,92.1709,0.8779,0.8323,0.6391,0.5736,1.7499,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,NA,Dispositivo Próprio,111,37,1.1103,246.4825,99,0,1415.0409,120,0,0.8861,0.862,0.862,0.7889,0.8258,0.6813,0.8879,0.8861,-1590.7848,-1467.5436,3255.5697,3355.8223,111,3238.895,0.1158,0.0978,0.1341,0,0.3449,0.3449,0.195,0.195,0.195,0.2067,0.2067,0.1944,0.1944,56.4928,61.634,0.7954,0.7189,0.579,0.5146,2.8872,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Dispositivo Próprio,92,37,1.063,195.5988,99,0,1162.0382,120,0,0.9073,0.8876,0.8876,0.796,0.8317,0.6861,0.9091,0.9073,-1417.9668,-1320.1673,2909.9335,3003.2397,92,2886.4474,0.103,0.0816,0.1241,1e-04,0.2715,0.2715,0.1535,0.1535,0.1535,0.1619,0.1619,0.1525,0.1525,58.959,64.3287,0.797,0.7211,0.5801,0.5916,2.9304,NA,NA,poor model fit,NA
Centro de Educação - CEDU,NA,NA,Dispositivo Próprio,167,37,0.6268,209.365,99,0,1720.8092,120,0,0.9311,0.9164,0.9164,0.8525,0.8783,0.7246,0.9319,0.9311,-2424.5375,-2319.855,4923.0749,5038.4407,167,4921.2932,0.0817,0.0663,0.0971,6e-04,0.2294,0.2294,0.1383,0.1383,0.1383,0.147,0.147,0.1381,0.1381,99.2906,108.3969,0.8712,0.8231,0.6342,0.7186,1.6968,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,NA,Dispositivo Próprio,60,37,1.6126,193.5107,99,0,785.5026,120,0,0.858,0.8279,0.8279,0.7014,0.7536,0.6218,0.8623,0.858,-880.6481,-783.8927,1835.2962,1912.7869,60,1796.4122,0.1261,0.0996,0.1524,0,0.205,0.205,0.1418,0.1418,0.1418,0.1506,0.1506,0.1416,0.1416,39.2073,42.747,0.7442,0.6486,0.5418,0.4549,4.4585,NA,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),NA,Dispositivo Próprio,1222,37,0.4662,1139.3868,99,0,13653.8112,120,0,0.9231,0.9068,0.9068,0.8989,0.9166,0.7562,0.9232,0.9231,-16274.8058,-15705.1124,32623.6116,32812.6167,1222,32695.0892,0.0927,0.0879,0.0976,0,0.1603,0.1603,0.1096,0.1096,0.1096,0.1165,0.1165,0.1095,0.1095,133.1599,145.404,0.8949,0.8557,0.6515,0.6533,0.993,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Dispositivo Próprio,173,37,0.8802,304.5639,99,0,2066.1919,120,0,0.8944,0.872,0.872,0.8213,0.8526,0.7034,0.8955,0.8944,-2321.2512,-2168.9693,4716.5025,4833.1743,173,4716.0116,0.1096,0.0957,0.1237,0,0.1518,0.1518,0.1207,0.1207,0.1207,0.1285,0.1285,0.1207,0.1207,70.995,77.4798,0.843,0.7843,0.6136,0.5521,2.1882,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),NA,Dispositivo Próprio,110,37,1.101,242.2153,99,0,1397.2018,120,0,0.8879,0.8641,0.8641,0.7899,0.8266,0.682,0.8897,0.8879,-1581.3488,-1460.2412,3236.6976,3336.6154,110,3219.6941,0.1147,0.0965,0.1331,0,0.3414,0.3414,0.193,0.193,0.193,0.2047,0.2047,0.1925,0.1925,56.9617,62.1463,0.7968,0.7209,0.5801,0.5215,2.8747,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),NA,Dispositivo Próprio,403,37,0.7449,600.3939,99,0,4741.0747,120,0,0.8915,0.8685,0.8685,0.8465,0.8734,0.7205,0.892,0.8915,-6165.725,-5865.528,12405.45,12553.4107,403,12436.0058,0.1121,0.1036,0.1208,0,0.1618,0.1618,0.1104,0.1104,0.1104,0.1174,0.1174,0.1103,0.1103,83.712,91.3749,0.8705,0.8221,0.6337,0.5368,1.6734,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),NA,Dispositivo Próprio,49,37,1.8113,177.5119,99,0,727.1988,120,0,0.8707,0.8433,0.8433,0.7041,0.7559,0.6236,0.875,0.8707,-753.4675,-664.7115,1580.935,1650.9324,49,1534.8246,0.1272,0.0965,0.1571,1e-04,0.2913,0.2913,0.1787,0.1787,0.1787,0.1889,0.1889,0.1778,0.1778,35.0148,38.1662,0.7082,0.5991,0.5155,0.4488,5.1329,NA,unacceptable model fit,poor model fit,NA
Centro de Educação - CEDU,Graduação (licenciatura),NA,Dispositivo Próprio,107,37,0.7581,162.2264,99,1e-04,1193.456,120,0,0.9411,0.9286,0.9286,0.8352,0.8641,0.7129,0.9422,0.9411,-1572.681,-1491.5678,3219.3619,3318.2566,107,3201.3538,0.0773,0.0551,0.0982,0.0239,0.1586,0.1586,0.1153,0.1153,0.1153,0.1227,0.1227,0.1153,0.1153,82.2759,89.8058,0.8593,0.8067,0.6255,0.7442,2.2077,NA,NA,NA,NA
NA,Doutorado,NA,Dispositivo Próprio,97,37,1.387,269.0777,99,0,1077.6619,120,0,0.8224,0.7847,0.7847,0.6973,0.7503,0.619,0.8262,0.8224,-1508.3528,-1373.8139,3090.7056,3185.9699,97,3069.137,0.1331,0.1141,0.1523,0,0.2449,0.2449,0.1464,0.1464,0.1464,0.1551,0.1551,0.1458,0.1458,45.4215,49.537,0.753,0.6607,0.5481,0.4162,3.5369,unacceptable model fit,unacceptable model fit,poor model fit,NA
NA,NA,Presencial,Dispositivo Próprio,1839,37,0.4948,1819.8026,99,0,20336.0541,120,0,0.9149,0.8968,0.8968,0.8915,0.9105,0.7512,0.915,0.9149,-26074.0111,-25164.1099,52222.0223,52426.1505,1839,52308.6027,0.0972,0.0933,0.1012,0,0.1639,0.1639,0.1076,0.1076,0.1076,0.1143,0.1143,0.1075,0.1075,125.5251,137.062,0.8912,0.8505,0.6487,0.6263,1.0298,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Próprio,264,37,0.7686,405.8058,99,0,2955.8325,120,0,0.8918,0.8689,0.8689,0.8336,0.8627,0.7117,0.8926,0.8918,-3652.8774,-3449.9745,7379.7548,7512.0649,264,7394.7562,0.1083,0.0975,0.1194,0,0.1394,0.1394,0.1083,0.1083,0.1083,0.1152,0.1152,0.1082,0.1082,81.1651,88.5921,0.8756,0.8291,0.6374,0.5593,1.8174,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,Presencial,Dispositivo Próprio,111,37,1.1103,246.4825,99,0,1415.0409,120,0,0.8861,0.862,0.862,0.7889,0.8258,0.6813,0.8879,0.8861,-1590.7848,-1467.5436,3255.5697,3355.8223,111,3238.895,0.1158,0.0978,0.1341,0,0.3449,0.3449,0.195,0.195,0.195,0.2067,0.2067,0.1944,0.1944,56.4928,61.634,0.7954,0.7189,0.579,0.5146,2.8872,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Dispositivo Próprio,92,37,1.063,195.5988,99,0,1162.0382,120,0,0.9073,0.8876,0.8876,0.796,0.8317,0.6861,0.9091,0.9073,-1417.9668,-1320.1673,2909.9335,3003.2397,92,2886.4474,0.103,0.0816,0.1241,1e-04,0.2715,0.2715,0.1535,0.1535,0.1535,0.1619,0.1619,0.1525,0.1525,58.959,64.3287,0.797,0.7211,0.5801,0.5916,2.9304,NA,NA,poor model fit,NA
Centro de Educação - CEDU,NA,Presencial,Dispositivo Próprio,143,37,0.7092,202.8188,99,0,1534.9492,120,0,0.9266,0.9111,0.9111,0.8398,0.8679,0.716,0.9277,0.9266,-2063.7576,-1962.3482,4201.5153,4311.1405,143,4194.0664,0.0856,0.0688,0.1024,5e-04,0.2188,0.2188,0.1344,0.1344,0.1344,0.1429,0.1429,0.1343,0.1343,87.8815,95.9308,0.8588,0.806,0.6252,0.6956,1.9358,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,Dispositivo Próprio,60,37,1.6126,193.5107,99,0,785.5026,120,0,0.858,0.8279,0.8279,0.7014,0.7536,0.6218,0.8623,0.858,-880.6481,-783.8927,1835.2962,1912.7869,60,1796.4122,0.1261,0.0996,0.1524,0,0.205,0.205,0.1418,0.1418,0.1418,0.1506,0.1506,0.1416,0.1416,39.2073,42.747,0.7442,0.6486,0.5418,0.4549,4.4585,NA,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),Presencial,Dispositivo Próprio,1220,37,0.4668,1139.0882,99,0,13618.1542,120,0,0.9229,0.9066,0.9066,0.8986,0.9164,0.756,0.9231,0.9229,-16251.0983,-15681.5542,32576.1965,32765.1409,1220,32647.6136,0.0928,0.088,0.0977,0,0.1591,0.1591,0.1093,0.1093,0.1093,0.1161,0.1161,0.1091,0.1091,132.9782,145.2055,0.8949,0.8557,0.6515,0.6529,0.9943,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Dispositivo Próprio,172,37,0.874,300.6429,99,0,2041.1989,120,0,0.895,0.8728,0.8728,0.8215,0.8527,0.7035,0.8962,0.895,-2301.7506,-2151.4292,4677.5013,4793.9586,172,4676.7983,0.1088,0.0949,0.123,0,0.1415,0.1415,0.1167,0.1167,0.1167,0.1242,0.1242,0.1167,0.1167,71.498,78.0295,0.8454,0.7876,0.6154,0.5565,2.1782,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial,Dispositivo Próprio,110,37,1.101,242.2153,99,0,1397.2018,120,0,0.8879,0.8641,0.8641,0.7899,0.8266,0.682,0.8897,0.8879,-1581.3488,-1460.2412,3236.6976,3336.6154,110,3219.6941,0.1147,0.0965,0.1331,0,0.3414,0.3414,0.193,0.193,0.193,0.2047,0.2047,0.1925,0.1925,56.9617,62.1463,0.7968,0.7209,0.5801,0.5215,2.8747,NA,NA,poor model fit,NA
NA,Graduação (licenciatura),Presencial,Dispositivo Próprio,368,37,0.7792,573.4958,99,0,4377.8233,120,0,0.8886,0.8649,0.8649,0.8412,0.869,0.7169,0.8891,0.8886,-5510.3122,-5223.5643,11094.6244,11239.2235,368,11121.836,0.1141,0.1052,0.1233,0,0.171,0.171,0.1159,0.1159,0.1159,0.1232,0.1232,0.1158,0.1158,80.071,87.3966,0.8687,0.8197,0.6324,0.5248,1.7595,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial,Dispositivo Próprio,49,37,1.8113,177.5119,99,0,727.1988,120,0,0.8707,0.8433,0.8433,0.7041,0.7559,0.6236,0.875,0.8707,-753.4675,-664.7115,1580.935,1650.9324,49,1534.8246,0.1272,0.0965,0.1571,1e-04,0.2913,0.2913,0.1787,0.1787,0.1787,0.1889,0.1889,0.1778,0.1778,35.0148,38.1662,0.7082,0.5991,0.5155,0.4488,5.1329,NA,unacceptable model fit,poor model fit,NA
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,Dispositivo Próprio,93,37,0.8362,155.5338,99,2e-04,1104.5777,120,0,0.9426,0.9304,0.9304,0.8293,0.8592,0.7088,0.9438,0.9426,-1329.991,-1252.2241,2733.982,2827.6882,93,2710.8875,0.0784,0.0537,0.1013,0.0315,0.159,0.159,0.1157,0.1157,0.1157,0.1231,0.1231,0.1156,0.1156,74.6814,81.5077,0.8499,0.7937,0.6186,0.7379,2.4681,NA,NA,NA,NA
NA,Doutorado,Presencial,Dispositivo Próprio,93,37,1.3682,254.4832,99,0,1021.8728,120,0,0.8276,0.791,0.791,0.6981,0.751,0.6195,0.8315,0.8276,-1414.3057,-1287.0641,2902.6115,2996.3177,93,2879.5169,0.13,0.1104,0.1498,0,0.2589,0.2589,0.1635,0.1635,0.1635,0.1731,0.1731,0.1629,0.1629,46.0322,50.2043,0.7462,0.6514,0.5432,0.4335,3.5321,unacceptable model fit,unacceptable model fit,poor model fit,NA
NA,NA,Educação a Distância,Dispositivo Próprio,54,37,1.3105,141.5356,99,0.0033,784.7656,120,0,0.936,0.9224,0.9224,0.7814,0.8196,0.6762,0.938,0.936,-793.0359,-722.2681,1660.0718,1733.6642,54,1617.4218,0.0892,0.0528,0.1209,0.0403,0.2218,0.2218,0.1349,0.1349,0.1349,0.1433,0.1433,0.1348,0.1348,48.0141,52.3697,0.793,0.7156,0.5772,0.6745,3.9914,NA,NA,NA,NA
