Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
NA,NA,Presencial,NA,4215,32,0.0773,651.2385,59,0,40582.4003,78,0,0.9854,0.9807,0.9807,0.9788,0.984,0.7443,0.9854,0.9854,-56260.7784,-55935.1591,112585.5568,112788.6418,4215,112686.9592,0.0488,0.0455,0.0522,0.7138,0.0765,0.0765,0.0439,0.0439,0.0439,0.0475,0.0475,0.0439,0.0439,505.3884,565.1611,0.9756,0.9624,0.6325,0.9322,0.1697,NA,NA,NA,NA
"Instituto de Geografia, Desenvolvimento e Meio Ambiente - IGDEMA",NA,Presencial,NA,56,32,0.6144,68.816,59,0.1792,615.0337,78,0,0.9817,0.9758,0.9758,0.8521,0.8881,0.6718,0.9823,0.9817,-760.6849,-726.2769,1585.3698,1650.181,56,1549.6062,0.0545,0,0.1024,0.4263,0.1204,0.1204,0.0796,0.0796,0.0796,0.086,0.086,0.0796,0.0796,64.4171,71.9323,0.8543,0.7752,0.5539,0.9161,2.3717,NA,NA,NA,model fit is worse
Faculdade de Odontologia - FOUFAL,NA,Presencial,NA,106,32,0.4551,96.4844,59,0.0015,1529.0764,78,0,0.9742,0.9658,0.9658,0.9166,0.9369,0.7087,0.9745,0.9742,-937.5575,-889.3153,1939.115,2024.3451,106,1923.2455,0.0774,0.048,0.1046,0.0605,0.1149,0.1149,0.0852,0.0852,0.0852,0.092,0.092,0.0852,0.0852,86.6163,96.7623,0.8827,0.819,0.5723,0.8379,1.514,NA,NA,NA,model fit is worse
Campus CECA,NA,Presencial,NA,229,32,0.2197,100.6238,59,6e-04,2210.721,78,0,0.9805,0.9742,0.9742,0.9398,0.9545,0.722,0.9807,0.9805,-3010.7803,-2960.4684,6085.5606,6195.4397,229,6094.0203,0.0555,0.0362,0.0737,0.2969,0.1224,0.1224,0.07,0.07,0.07,0.0756,0.0756,0.07,0.07,178.3546,199.372,0.9375,0.9037,0.6079,0.9131,0.7189,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,NA,764,32,0.0903,137.9443,59,0,7200.8347,78,0,0.9889,0.9853,0.9853,0.9747,0.9808,0.7419,0.9889,0.9889,-9727.0327,-9658.0605,19518.0654,19666.4995,764,19564.8855,0.0418,0.0328,0.051,0.9281,0.0633,0.0633,0.0482,0.0482,0.0482,0.0521,0.0521,0.0482,0.0482,432.6156,483.7644,0.9725,0.9576,0.6305,0.9496,0.2643,NA,NA,NA,NA
Instituto de Química e Biotecnologia - IQB,NA,Presencial,NA,119,32,0.3771,89.7494,59,0.0061,1245.465,78,0,0.9737,0.9652,0.9652,0.9047,0.9279,0.7019,0.9741,0.9737,-1420.725,-1375.8503,2905.4501,2994.382,119,2893.2176,0.0662,0.036,0.0927,0.1661,0.1431,0.1431,0.0875,0.0875,0.0875,0.0945,0.0945,0.0875,0.0875,104.3292,116.5742,0.9028,0.8502,0.5854,0.8788,1.292,NA,NA,NA,model fit is worse
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,Presencial,NA,224,32,0.2481,111.168,59,0,2328.1663,78,0,0.9768,0.9693,0.9693,0.9369,0.9523,0.7203,0.977,0.9768,-3019.7446,-2964.1606,6103.4891,6212.6618,224,6111.2485,0.0628,0.0446,0.0806,0.1168,0.1433,0.1433,0.073,0.073,0.073,0.0789,0.0789,0.073,0.073,158.0276,176.6362,0.93,0.892,0.6029,0.8901,0.782,NA,NA,NA,model fit is worse
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,NA,256,32,0.1848,94.6169,59,0.0022,2364.186,78,0,0.9844,0.9794,0.9794,0.9471,0.96,0.7261,0.9845,0.9844,-3566.5798,-3519.2714,7197.1596,7310.6053,256,7209.1566,0.0486,0.0293,0.0662,0.5316,0.1127,0.1127,0.0595,0.0595,0.0595,0.0643,0.0643,0.0595,0.0595,211.8526,236.8398,0.9443,0.9141,0.6123,0.9328,0.6196,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,NA,264,32,0.1639,86.5408,59,0.0113,2307.6626,78,0,0.9876,0.9837,0.9837,0.9504,0.9625,0.728,0.9878,0.9876,-3441.1394,-3397.8691,6946.2789,7060.7092,264,6959.253,0.042,0.0206,0.0602,0.7461,0.0457,0.0457,0.0447,0.0447,0.0447,0.0483,0.0483,0.0447,0.0447,238.7337,266.9064,0.9536,0.9285,0.6183,0.9492,0.5702,NA,NA,NA,NA
Centro de Tecnologia - CTEC,NA,Presencial,NA,333,32,0.1346,89.636,59,0.0062,3555.1578,78,0,0.9912,0.9884,0.9884,0.9667,0.9748,0.7373,0.9912,0.9912,-4040.1794,-3995.3614,8144.3588,8266.2194,333,8164.7133,0.0395,0.0214,0.0554,0.8533,0.086,0.086,0.0554,0.0554,0.0554,0.0598,0.0598,0.0554,0.0554,290.5138,324.8228,0.9599,0.9382,0.6224,0.955,0.4614,NA,NA,NA,NA
Faculdade de Letras - FALE,NA,Presencial,NA,154,32,0.2022,62.2653,59,0.3608,1750.3982,78,0,0.998,0.9974,0.9974,0.953,0.9644,0.7295,0.9981,0.998,-2023.6638,-1992.5311,4111.3276,4208.51,154,4107.2252,0.019,0,0.0539,0.9201,0.0642,0.0642,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,193.7447,216.586,0.9419,0.9104,0.6107,0.9895,0.8199,NA,NA,NA,NA
Centro de Educação - CEDU,NA,Presencial,NA,419,32,0.1183,99.1319,59,8e-04,3892.9495,78,0,0.9895,0.9861,0.9861,0.9663,0.9745,0.7371,0.9895,0.9895,-5827.9823,-5778.4164,11719.9647,11849.1765,419,11747.6312,0.0403,0.0259,0.0538,0.8754,0.0726,0.0726,0.0485,0.0485,0.0485,0.0524,0.0524,0.0485,0.0485,330.3884,369.4227,0.9651,0.9461,0.6257,0.9532,0.3893,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,NA,146,32,0.3183,92.9299,59,0.0032,1371.5266,78,0,0.9738,0.9653,0.9653,0.9104,0.9322,0.7052,0.9741,0.9738,-1881.0041,-1834.5392,3826.0082,3921.4836,146,3820.2213,0.0628,0.0367,0.0863,0.1884,0.1017,0.1017,0.0668,0.0668,0.0668,0.0722,0.0722,0.0668,0.0668,123.4348,137.944,0.9131,0.866,0.592,0.8903,1.0749,NA,NA,NA,model fit is worse
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,Presencial,NA,234,32,0.2208,103.3201,59,3e-04,2213.4506,78,0,0.9792,0.9726,0.9726,0.9383,0.9533,0.7211,0.9794,0.9792,-3064.7165,-3013.0564,6193.4329,6304.0032,234,6202.5778,0.0567,0.038,0.0745,0.2591,0.0851,0.0851,0.0549,0.0549,0.0549,0.0593,0.0593,0.0549,0.0549,177.4975,198.4134,0.9382,0.9047,0.6083,0.9096,0.715,NA,NA,NA,model fit is worse
Instituto de Educação Física e Esporte - IEFE,NA,Presencial,NA,77,32,0.4687,72.173,59,0.1164,866.2942,78,0,0.9833,0.9779,0.9779,0.8899,0.9167,0.6934,0.9837,0.9833,-989.1834,-953.0968,2042.3667,2117.3685,77,2016.4913,0.0538,0,0.0925,0.4207,0.1525,0.1525,0.0978,0.0978,0.0978,0.1057,0.1057,0.0978,0.0978,84.1426,93.9954,0.8824,0.8187,0.5721,0.918,1.7685,NA,NA,NA,model fit is worse
Instituto de Psicologia - IP,NA,Presencial,NA,106,32,0.3264,69.1869,59,0.1712,1096.5467,78,0,0.99,0.9868,0.9868,0.9166,0.9369,0.7087,0.9902,0.99,-1481.1988,-1446.6053,3026.3975,3111.6276,106,3010.528,0.0404,0,0.0749,0.6393,0.1285,0.1285,0.0746,0.0746,0.0746,0.0806,0.0806,0.0746,0.0746,120.396,134.5451,0.9108,0.8625,0.5905,0.9531,1.2565,NA,NA,NA,NA
Faculdade de Medicina - FAMED,NA,Presencial,NA,196,32,0.1964,76.9729,59,0.0581,1967.5584,78,0,0.9905,0.9874,0.9874,0.9483,0.9609,0.7268,0.9906,0.9905,-2169.0078,-2130.5214,4402.0156,4506.9153,196,4405.5424,0.0394,0,0.0622,0.7549,0.1037,0.1037,0.0755,0.0755,0.0755,0.0815,0.0815,0.0755,0.0755,199.4386,222.9546,0.9436,0.9131,0.6118,0.9552,0.7192,NA,NA,NA,NA
Instituto de Ciências Atmosféricas - ICAT,NA,Presencial,NA,66,32,0.6335,83.6174,59,0.0192,783.2442,78,0,0.9651,0.9539,0.9539,0.8589,0.8932,0.6757,0.966,0.9651,-790.5114,-748.7027,1645.0228,1715.0917,66,1614.3493,0.0795,0.0334,0.1166,0.1207,0.154,0.154,0.1198,0.1198,0.1198,0.1295,0.1295,0.1198,0.1198,62.5113,69.8007,0.8565,0.7787,0.5553,0.8299,2.2366,NA,NA,NA,model fit is worse
Faculdade de Direito - FDA,NA,Presencial,NA,98,32,0.4405,86.3385,59,0.0117,1071.1156,78,0,0.9725,0.9636,0.9636,0.8934,0.9194,0.6954,0.973,0.9725,-1254.3202,-1211.1509,2572.6403,2655.3593,98,2554.3081,0.0688,0.0334,0.0986,0.1638,0.1917,0.1917,0.079,0.079,0.079,0.0854,0.0854,0.079,0.079,89.4563,99.9389,0.8924,0.834,0.5786,0.8698,1.5341,NA,NA,NA,model fit is worse
Escola de Enfermagem e Farmácia - ESENFAR,NA,Presencial,NA,68,32,0.2698,36.6891,59,0.99,670.6007,78,0,1,1.0498,1.0498,0.9277,0.9453,0.715,1.0365,1.0376,-734.8532,-716.5087,1533.7064,1604.7307,68,1503.9605,0,0,0,0.9989,0.076,0.076,0.0567,0.0567,0.0567,0.0613,0.0613,0.0567,0.0567,145.4374,162.554,0.929,0.8905,0.6023,1.1783,1.4807,NA,NA,NA,NA
Instituto de Ciências Sociais - ICS,NA,Presencial,NA,37,32,0.9854,72.9193,59,0.1051,491.629,78,0,0.9663,0.9555,0.9555,0.8039,0.8517,0.6442,0.9678,0.9663,-494.1529,-457.6932,1052.3058,1103.8552,37,1003.8421,0.0799,0,0.135,0.2276,0.1394,0.1394,0.0915,0.0915,0.0915,0.0988,0.0988,0.0915,0.0915,40.5427,45.2287,0.7937,0.6819,0.5146,0.8285,3.7005,NA,NA,NA,model fit is worse
NA,Graduação (bacharelado),Presencial,NA,2609,32,0.0902,470.8151,59,0,25470.7992,78,0,0.9838,0.9786,0.9786,0.9756,0.9815,0.7424,0.9838,0.9838,-33519.9646,-33284.5571,67103.9293,67291.6644,2609,67189.9912,0.0517,0.0474,0.0561,0.2494,0.0959,0.0959,0.0568,0.0568,0.0568,0.0614,0.0614,0.0568,0.0568,432.8483,484.0247,0.9712,0.9556,0.6297,0.9241,0.205,NA,NA,NA,model fit is worse
Faculdade de Odontologia - FOUFAL,Graduação (bacharelado),Presencial,NA,106,32,0.4551,96.4844,59,0.0015,1529.0764,78,0,0.9742,0.9658,0.9658,0.9166,0.9369,0.7087,0.9745,0.9742,-937.5575,-889.3153,1939.115,2024.3451,106,1923.2455,0.0774,0.048,0.1046,0.0605,0.1149,0.1149,0.0852,0.0852,0.0852,0.092,0.092,0.0852,0.0852,86.6163,96.7623,0.8827,0.819,0.5723,0.8379,1.514,NA,NA,NA,model fit is worse
Campus CECA,Graduação (bacharelado),Presencial,NA,212,32,0.2572,109.0674,59,1e-04,2096.0367,78,0,0.9752,0.9672,0.9672,0.9312,0.948,0.7171,0.9754,0.9752,-2755.9387,-2701.4049,5575.8773,5683.2881,212,5581.8908,0.0633,0.0443,0.0817,0.1175,0.1376,0.1376,0.0807,0.0807,0.0807,0.0872,0.0872,0.0807,0.0807,152.4776,170.4285,0.9281,0.8891,0.6017,0.8886,0.8164,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,NA,448,32,0.1467,131.4636,59,0,4205.337,78,0,0.9824,0.9768,0.9768,0.9587,0.9687,0.7328,0.9825,0.9824,-5564.5759,-5498.8441,11193.1518,11324.5052,448,11222.95,0.0524,0.0404,0.0644,0.3567,0.0724,0.0724,0.0586,0.0586,0.0586,0.0633,0.0633,0.0586,0.0586,266.5707,298.0423,0.9562,0.9324,0.6199,0.9223,0.4363,NA,NA,NA,model fit is worse
Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),Presencial,NA,45,32,0.8539,76.855,59,0.0591,634.4452,78,0,0.9679,0.9576,0.9576,0.8399,0.8789,0.6648,0.969,0.9679,-458.1046,-419.6771,980.2093,1038.0225,45,937.7163,0.082,0,0.1296,0.1724,0.1773,0.1773,0.1088,0.1088,0.1088,0.1175,0.1175,0.1088,0.1088,46.6298,52.0371,0.8026,0.6955,0.5204,0.8201,3.1301,NA,NA,NA,model fit is worse
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial,NA,223,32,0.2458,109.6048,59,1e-04,2312.2949,78,0,0.9774,0.9701,0.9701,0.9373,0.9526,0.7206,0.9775,0.9774,-3009.7393,-2954.9369,6083.4787,6192.5082,223,6091.0962,0.062,0.0436,0.0799,0.133,0.1432,0.1432,0.0727,0.0727,0.0727,0.0785,0.0785,0.0727,0.0727,159.5561,178.3458,0.9306,0.893,0.6034,0.8927,0.7785,NA,NA,NA,model fit is worse
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial,NA,108,32,0.322,69.5596,59,0.1635,996.8398,78,0,0.9885,0.9848,0.9848,0.9077,0.9302,0.7036,0.9887,0.9885,-1502.4375,-1467.6577,3068.875,3154.7032,108,3053.5927,0.0407,0,0.0747,0.6366,0.1224,0.1224,0.0693,0.0693,0.0693,0.0748,0.0748,0.0693,0.0693,121.997,136.3358,0.9126,0.8652,0.5917,0.9523,1.2367,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial,NA,243,32,0.1552,75.4175,59,0.0735,2075.3849,78,0,0.9918,0.9891,0.9891,0.952,0.9637,0.7289,0.9919,0.9918,-3127.8649,-3090.1562,6319.7298,6431.5078,243,6330.0724,0.0338,0,0.0547,0.8912,0.0509,0.0509,0.0416,0.0416,0.0416,0.0449,0.0449,0.0416,0.0416,252.0972,281.8536,0.9567,0.9332,0.6203,0.9668,0.5737,NA,NA,NA,NA
Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial,NA,289,32,0.1481,85.6133,59,0.0134,3000.0935,78,0,0.9909,0.988,0.988,0.9623,0.9715,0.7348,0.991,0.9909,-3378.2687,-3335.4621,6820.5375,6937.8632,289,6836.3861,0.0395,0.0186,0.057,0.8264,0.0855,0.0855,0.0604,0.0604,0.0604,0.0652,0.0652,0.0604,0.0604,264.0657,295.2405,0.9555,0.9313,0.6195,0.955,0.5177,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),Presencial,NA,141,32,0.3968,111.8902,59,0,1451.4402,78,0,0.9615,0.9491,0.9491,0.8981,0.9229,0.6981,0.962,0.9615,-1746.8996,-1690.9545,3557.7993,3652.1596,141,3550.9126,0.0797,0.0568,0.1021,0.0188,0.1063,0.1063,0.076,0.076,0.076,0.0821,0.0821,0.076,0.076,99.2053,110.8431,0.8936,0.8359,0.5794,0.829,1.2474,NA,NA,NA,model fit is worse
Instituto de Educação Física e Esporte - IEFE,Graduação (bacharelado),Presencial,NA,44,32,0.8572,75.4318,59,0.0733,546.6273,78,0,0.9649,0.9536,0.9536,0.8176,0.862,0.652,0.9663,0.9649,-573.4572,-535.7413,1210.9144,1268.0085,44,1167.7332,0.0796,0,0.1285,0.1976,0.2066,0.2066,0.1405,0.1405,0.1405,0.1518,0.1518,0.1405,0.1405,46.4575,51.8445,0.8153,0.7152,0.5286,0.8297,3.1689,NA,NA,NA,model fit is worse
Instituto de Psicologia - IP,Graduação (bacharelado),Presencial,NA,79,32,0.4408,69.6449,59,0.1618,845.1611,78,0,0.9861,0.9817,0.9817,0.8911,0.9176,0.6941,0.9865,0.9861,-1003.7099,-968.8874,2071.4197,2147.2421,79,2046.3444,0.0478,0,0.0875,0.5077,0.1316,0.1316,0.1033,0.1033,0.1033,0.1116,0.1116,0.1033,0.1033,89.3985,99.8743,0.8825,0.8188,0.5722,0.9348,1.6917,NA,NA,NA,NA
Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial,NA,185,32,0.208,76.9486,59,0.0583,1834.7632,78,0,0.9898,0.9865,0.9865,0.9446,0.9581,0.7247,0.9899,0.9898,-1994.0267,-1955.5524,4052.0534,4155.1048,185,4053.7512,0.0406,0,0.064,0.7211,0.0998,0.0998,0.0776,0.0776,0.0776,0.0839,0.0839,0.0776,0.0776,188.3607,210.5639,0.9401,0.9076,0.6095,0.9526,0.7619,NA,NA,NA,NA
Instituto de Ciências Atmosféricas - ICAT,Graduação (bacharelado),Presencial,NA,61,32,0.5871,71.63,59,0.1252,792.7027,78,0,0.9823,0.9766,0.9766,0.8805,0.9096,0.6881,0.9828,0.9823,-603.0496,-567.2346,1270.0993,1337.6472,61,1236.9818,0.0592,0,0.103,0.3641,0.0985,0.0985,0.0814,0.0814,0.0814,0.0879,0.0879,0.0814,0.0814,67.3655,75.2302,0.855,0.7764,0.5544,0.9017,2.2234,NA,NA,NA,model fit is worse
Faculdade de Direito - FDA,Graduação (bacharelado),Presencial,NA,84,32,0.508,85.346,59,0.014,908.603,78,0,0.9683,0.9581,0.9581,0.8758,0.9061,0.6854,0.969,0.9683,-1056.5407,-1013.8677,2177.0814,2254.8676,84,2153.9228,0.0729,0.0339,0.1054,0.1414,0.231,0.231,0.1127,0.1127,0.1127,0.1218,0.1218,0.1127,0.1127,77.7015,86.791,0.8742,0.8059,0.5668,0.8549,1.7779,NA,NA,NA,model fit is worse
NA,Graduação (licenciatura),Presencial,NA,1203,32,0.0726,174.6152,59,0,11521.4109,78,0,0.9899,0.9866,0.9866,0.98,0.9848,0.7449,0.9899,0.9899,-16203.2562,-16115.9486,32470.5124,32633.4748,1203,32531.8302,0.0404,0.0335,0.0473,0.989,0.0596,0.0596,0.039,0.039,0.039,0.0421,0.0421,0.039,0.039,537.8972,601.5224,0.9779,0.9658,0.634,0.9531,0.1984,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial,NA,308,32,0.1356,83.5341,59,0.0195,3085.8505,78,0,0.9918,0.9892,0.9892,0.9642,0.9729,0.7359,0.9919,0.9918,-3865.7426,-3823.9755,7795.4852,7914.8484,308,7813.3578,0.0367,0.0154,0.0539,0.892,0.0674,0.0674,0.0483,0.0483,0.0483,0.0522,0.0522,0.0483,0.0483,288.3388,322.39,0.9618,0.941,0.6236,0.961,0.479,NA,NA,NA,NA
Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial,NA,44,32,0.7698,67.7428,59,0.2036,544.1751,78,0,0.9812,0.9752,0.9752,0.8354,0.8755,0.6622,0.982,0.9812,-493.8602,-459.9888,1051.7205,1108.8145,44,1008.5393,0.058,0,0.1132,0.4028,0.146,0.146,0.0982,0.0982,0.0982,0.106,0.106,0.0982,0.0982,51.6171,57.6155,0.8256,0.731,0.5353,0.9054,2.9942,NA,NA,NA,model fit is worse
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial,NA,142,32,0.2633,74.778,59,0.0807,1377.3179,78,0,0.9879,0.9839,0.9839,0.9282,0.9457,0.7153,0.988,0.9879,-1913.9691,-1876.5801,3891.9383,3986.5247,142,3885.2746,0.0434,0,0.0709,0.6233,0.1308,0.1308,0.0698,0.0698,0.0698,0.0754,0.0754,0.0698,0.0698,148.9865,166.5236,0.9285,0.8897,0.602,0.946,0.9773,NA,NA,NA,NA
Faculdade de Letras - FALE,Graduação (licenciatura),Presencial,NA,119,32,0.2468,58.7502,59,0.4847,1501.5256,78,0,1,1.0002,1.0002,0.9483,0.9609,0.7268,1.0002,1.0002,-1432.3915,-1403.0164,2928.7829,3017.7149,119,2916.5505,0,0,0.0558,0.9116,0.0493,0.0493,0.0414,0.0414,0.0414,0.0447,0.0447,0.0414,0.0414,158.8503,177.5564,0.9327,0.8962,0.6047,1.0011,1.0315,NA,NA,NA,NA
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,NA,330,32,0.1224,80.7884,59,0.0314,3115.2514,78,0,0.9928,0.9905,0.9905,0.9657,0.9741,0.7368,0.9929,0.9928,-4520.5164,-4480.1222,9105.0328,9226.6038,330,9125.0994,0.0335,0.0106,0.0504,0.9454,0.0689,0.0689,0.0498,0.0498,0.0498,0.0538,0.0538,0.0498,0.0498,319.3263,357.0497,0.9641,0.9446,0.6251,0.9675,0.4388,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (licenciatura),Presencial,NA,50,32,0.6945,69.4517,59,0.1657,609.9908,78,0,0.9804,0.974,0.974,0.8495,0.8861,0.6703,0.981,0.9804,-620.1394,-585.4135,1304.2787,1365.4635,50,1265.0208,0.0595,0,0.1096,0.3784,0.1916,0.1916,0.1205,0.1205,0.1205,0.1302,0.1302,0.1205,0.1205,57.1041,63.7527,0.8398,0.7529,0.5445,0.9008,2.669,NA,NA,NA,model fit is worse
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (licenciatura),Presencial,NA,92,32,0.4017,73.9107,59,0.0915,863.4258,78,0,0.981,0.9749,0.9749,0.8868,0.9144,0.6917,0.9815,0.981,-1221.7671,-1184.8117,2507.5342,2588.2314,92,2487.2219,0.0524,0,0.0869,0.4363,0.1151,0.1151,0.0749,0.0749,0.0749,0.0809,0.0809,0.0749,0.0749,98.0037,109.4991,0.8923,0.8339,0.5785,0.9222,1.499,NA,NA,NA,model fit is worse
NA,Mestrado,Presencial,NA,250,32,0.2078,103.9185,59,3e-04,2402.3437,78,0,0.9807,0.9745,0.9745,0.9428,0.9567,0.7237,0.9808,0.9807,-3213.8853,-3161.9261,6491.7707,6604.4574,250,6503.0147,0.0552,0.0372,0.0724,0.297,0.0792,0.0792,0.0439,0.0439,0.0439,0.0474,0.0474,0.0439,0.0439,188.48,210.6974,0.9418,0.9102,0.6106,0.9141,0.6717,NA,NA,NA,model fit is worse
NA,Doutorado,Presencial,NA,140,32,0.4301,120.419,59,0,1181.7877,78,0,0.9444,0.9264,0.9264,0.8653,0.8981,0.6793,0.9453,0.9444,-1875.6508,-1815.4413,3815.3016,3909.4341,140,3808.1903,0.0862,0.064,0.1082,0.0052,0.2045,0.2045,0.0921,0.0921,0.0921,0.0995,0.0995,0.0921,0.0921,91.6026,102.3395,0.8904,0.8309,0.5773,0.803,1.3173,NA,NA,NA,model fit is worse
NA,NA,Educação a Distância,NA,154,32,0.3109,95.7474,59,0.0018,1479.7077,78,0,0.9738,0.9653,0.9653,0.9145,0.9353,0.7075,0.9741,0.9738,-2049.0533,-2001.1796,4162.1066,4259.2891,154,4158.0043,0.0636,0.039,0.0862,0.1641,0.179,0.179,0.0968,0.0968,0.0968,0.1045,0.1045,0.0968,0.0968,126.3433,141.1972,0.9149,0.8688,0.5932,0.8875,1.0373,NA,NA,NA,model fit is worse
NA,NA,NA,Não Tem Nemhum Dispositivo,597,32,0.0801,95.6091,59,0.0018,5905.6384,78,0,0.9937,0.9917,0.9917,0.9786,0.9838,0.7442,0.9937,0.9937,-7908.6529,-7860.8483,15881.3057,16021.8471,597,15920.2564,0.0322,0.0198,0.0437,0.9957,0.0642,0.0642,0.0409,0.0409,0.0409,0.0442,0.0442,0.0409,0.0409,487.6116,545.2777,0.9753,0.9619,0.6323,0.9698,0.2674,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Não Tem Nemhum Dispositivo,141,32,0.2656,74.9072,59,0.0792,1665.6969,78,0,0.99,0.9868,0.9868,0.9405,0.955,0.7224,0.9901,0.99,-1679.8533,-1642.3997,3423.7066,3518.0669,141,3416.8199,0.0437,0,0.0712,0.6158,0.0667,0.0667,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,147.691,165.0746,0.9287,0.8901,0.6022,0.9452,0.9852,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Não Tem Nemhum Dispositivo,54,32,0.5961,64.3787,59,0.294,603.0413,78,0,0.9898,0.9865,0.9865,0.8589,0.8932,0.6757,0.9901,0.9898,-704.3497,-672.1604,1472.6994,1536.3469,54,1435.8129,0.0411,0,0.0955,0.561,0.1493,0.1493,0.1068,0.1068,0.1068,0.115,0.115,0.1066,0.1066,66.3671,74.1135,0.852,0.7718,0.5524,0.9514,2.3774,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,NA,Não Tem Nemhum Dispositivo,34,32,1.0706,72.8001,59,0.1069,520.3046,78,0,0.9688,0.9588,0.9588,0.815,0.8601,0.6506,0.9701,0.9688,-339.2097,-302.8096,742.4194,791.2629,34,691.3943,0.0829,0,0.1405,0.2188,0.1777,0.1777,0.1352,0.1352,0.1352,0.146,0.146,0.1352,0.1352,37.3961,41.7092,0.7849,0.6682,0.5089,0.8163,4.0235,NA,NA,NA,model fit is worse
Centro de Educação - CEDU,NA,NA,Não Tem Nemhum Dispositivo,99,32,0.231,45.7428,59,0.8968,925.8261,78,0,1,1.0207,1.0207,0.9347,0.9506,0.719,1.0153,1.0156,-1408.0452,-1385.1738,2880.0903,2963.1342,99,2862.0765,0,0,0.0283,0.9911,0.0981,0.0981,0.0581,0.0581,0.0581,0.0628,0.0628,0.0581,0.0581,169.6631,189.6506,0.9344,0.8989,0.6059,1.0692,1.1085,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,NA,Não Tem Nemhum Dispositivo,43,32,0.9615,82.6864,59,0.0226,579.7742,78,0,0.9528,0.9376,0.9376,0.8115,0.8574,0.6485,0.9545,0.9528,-442.4485,-401.1053,948.8969,1005.2553,43,905.0124,0.0966,0.0378,0.1428,0.0812,0.1356,0.1356,0.107,0.107,0.107,0.1155,0.1155,0.107,0.107,41.5268,46.3294,0.785,0.6684,0.5089,0.7593,3.4113,NA,NA,NA,model fit is worse
NA,Graduação (bacharelado),NA,Não Tem Nemhum Dispositivo,297,32,0.1781,105.791,59,2e-04,3158.1999,78,0,0.9848,0.9799,0.9799,0.9557,0.9665,0.7311,0.9849,0.9848,-3762.1039,-3709.2085,7588.2079,7706.4073,297,7604.9244,0.0517,0.0354,0.0674,0.4117,0.1029,0.1029,0.063,0.063,0.063,0.0681,0.0681,0.063,0.063,219.7839,245.711,0.9478,0.9194,0.6145,0.9242,0.5717,NA,NA,NA,model fit is worse
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,Não Tem Nemhum Dispositivo,34,32,1.0706,72.8001,59,0.1069,520.3046,78,0,0.9688,0.9588,0.9588,0.815,0.8601,0.6506,0.9701,0.9688,-339.2097,-302.8096,742.4194,791.2629,34,691.3943,0.0829,0,0.1405,0.2188,0.1777,0.1777,0.1352,0.1352,0.1352,0.146,0.146,0.1352,0.1352,37.3961,41.7092,0.7849,0.6682,0.5089,0.8163,4.0235,NA,NA,NA,model fit is worse
