Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
NA,Graduação (licenciatura),NA,Não Tem Nemhum Dispositivo,293,32,0.0938,54.9905,59,0.624,2958.8438,78,0,1,1.0018,1.0018,0.9754,0.9814,0.7424,1.0014,1.0014,-3898.6884,-3871.1931,7861.3768,7979.1423,293,7877.6623,0,0,0.0314,0.9994,0.0392,0.0392,0.0301,0.0301,0.0301,0.0325,0.0325,0.0301,0.0301,416.2287,465.4356,0.9727,0.9579,0.6307,1.0069,0.4061,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),NA,Não Tem Nemhum Dispositivo,80,32,0.4781,76.4954,59,0.0625,1128.3636,78,0,0.9833,0.978,0.978,0.9104,0.9322,0.7051,0.9836,0.9833,-913.9368,-875.6891,1891.8736,1968.0985,80,1867.1909,0.0609,0,0.0967,0.3118,0.0951,0.0951,0.0705,0.0705,0.0705,0.0762,0.0762,0.0705,0.0705,82.5008,92.1591,0.8787,0.8129,0.5697,0.8964,1.7562,NA,NA,NA,model fit is worse
Centro de Educação - CEDU,Graduação (licenciatura),NA,Não Tem Nemhum Dispositivo,97,32,0.2329,45.1824,59,0.9074,930.0128,78,0,1,1.0214,1.0214,0.9358,0.9514,0.7197,1.0159,1.0162,-1366.2628,-1343.6716,2796.5257,2878.9164,97,2777.8718,0,0,0.0262,0.992,0.1061,0.1061,0.0611,0.0611,0.0611,0.066,0.066,0.0611,0.0611,168.3055,188.1321,0.9347,0.8993,0.606,1.0738,1.1256,NA,NA,NA,NA
NA,NA,Presencial,Não Tem Nemhum Dispositivo,589,32,0.0867,102.1909,59,4e-04,5873.2327,78,0,0.9925,0.9901,0.9901,0.977,0.9826,0.7432,0.9926,0.9925,-7745.194,-7694.0986,15554.388,15694.4977,589,15592.9084,0.0353,0.0234,0.0465,0.9857,0.0677,0.0677,0.0444,0.0444,0.0444,0.0479,0.0479,0.0444,0.0444,450.17,503.3991,0.9732,0.9586,0.631,0.964,0.2822,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Não Tem Nemhum Dispositivo,141,32,0.2656,74.9072,59,0.0792,1665.6969,78,0,0.99,0.9868,0.9868,0.9405,0.955,0.7224,0.9901,0.99,-1679.8533,-1642.3997,3423.7066,3518.0669,141,3416.8199,0.0437,0,0.0712,0.6158,0.0667,0.0667,0.0572,0.0572,0.0572,0.0618,0.0618,0.0572,0.0572,147.691,165.0746,0.9287,0.8901,0.6022,0.9452,0.9852,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Não Tem Nemhum Dispositivo,54,32,0.5961,64.3787,59,0.294,603.0413,78,0,0.9898,0.9865,0.9865,0.8589,0.8932,0.6757,0.9901,0.9898,-704.3497,-672.1604,1472.6994,1536.3469,54,1435.8129,0.0411,0,0.0955,0.561,0.1493,0.1493,0.1068,0.1068,0.1068,0.115,0.115,0.1066,0.1066,66.3671,74.1135,0.852,0.7718,0.5524,0.9514,2.3774,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,Não Tem Nemhum Dispositivo,34,32,1.0706,72.8001,59,0.1069,520.3046,78,0,0.9688,0.9588,0.9588,0.815,0.8601,0.6506,0.9701,0.9688,-339.2097,-302.8096,742.4194,791.2629,34,691.3943,0.0829,0,0.1405,0.2188,0.1777,0.1777,0.1352,0.1352,0.1352,0.146,0.146,0.1352,0.1352,37.3961,41.7092,0.7849,0.6682,0.5089,0.8163,4.0235,NA,NA,NA,model fit is worse
Centro de Educação - CEDU,NA,Presencial,Não Tem Nemhum Dispositivo,91,32,0.2919,53.1307,59,0.6905,877.1992,78,0,1,1.0097,1.0097,0.9199,0.9394,0.7106,1.0072,1.0073,-1276.8174,-1250.2521,2617.6348,2697.9823,91,2596.9803,0,0,0.0521,0.941,0.1084,0.1084,0.0661,0.0661,0.0661,0.0714,0.0714,0.0661,0.0661,134.4762,150.2938,0.9193,0.8756,0.596,1.0328,1.2872,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,Presencial,Não Tem Nemhum Dispositivo,43,32,0.9615,82.6864,59,0.0226,579.7742,78,0,0.9528,0.9376,0.9376,0.8115,0.8574,0.6485,0.9545,0.9528,-442.4485,-401.1053,948.8969,1005.2553,43,905.0124,0.0966,0.0378,0.1428,0.0812,0.1356,0.1356,0.107,0.107,0.107,0.1155,0.1155,0.107,0.107,41.5268,46.3294,0.785,0.6684,0.5089,0.7593,3.4113,NA,NA,NA,model fit is worse
NA,Graduação (bacharelado),Presencial,Não Tem Nemhum Dispositivo,297,32,0.1781,105.791,59,2e-04,3158.1999,78,0,0.9848,0.9799,0.9799,0.9557,0.9665,0.7311,0.9849,0.9848,-3762.1039,-3709.2085,7588.2079,7706.4073,297,7604.9244,0.0517,0.0354,0.0674,0.4117,0.1029,0.1029,0.063,0.063,0.063,0.0681,0.0681,0.063,0.063,219.7839,245.711,0.9478,0.9194,0.6145,0.9242,0.5717,NA,NA,NA,model fit is worse
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial,Não Tem Nemhum Dispositivo,34,32,1.0706,72.8001,59,0.1069,520.3046,78,0,0.9688,0.9588,0.9588,0.815,0.8601,0.6506,0.9701,0.9688,-339.2097,-302.8096,742.4194,791.2629,34,691.3943,0.0829,0,0.1405,0.2188,0.1777,0.1777,0.1352,0.1352,0.1352,0.146,0.146,0.1352,0.1352,37.3961,41.7092,0.7849,0.6682,0.5089,0.8163,4.0235,NA,NA,NA,model fit is worse
NA,Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,285,32,0.1087,61.9608,59,0.371,2945.845,78,0,0.999,0.9986,0.9986,0.9722,0.979,0.7405,0.999,0.999,-3728.4203,-3697.4399,7520.8407,7637.7203,285,7536.2464,0.0133,0,0.0393,0.9955,0.0478,0.0478,0.0362,0.0362,0.0362,0.0391,0.0391,0.0362,0.0362,359.4557,401.9346,0.9687,0.9518,0.6281,0.9948,0.442,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,80,32,0.4781,76.4954,59,0.0625,1128.3636,78,0,0.9833,0.978,0.978,0.9104,0.9322,0.7051,0.9836,0.9833,-913.9368,-875.6891,1891.8736,1968.0985,80,1867.1909,0.0609,0,0.0967,0.3118,0.0951,0.0951,0.0705,0.0705,0.0705,0.0762,0.0762,0.0705,0.0705,82.5008,92.1591,0.8787,0.8129,0.5697,0.8964,1.7562,NA,NA,NA,model fit is worse
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,89,32,0.291,51.7927,59,0.7358,890.0058,78,0,1,1.0117,1.0117,0.9231,0.9418,0.7124,1.0087,1.0089,-1229.3582,-1203.4619,2522.7165,2602.3528,89,2501.3663,0,0,0.0494,0.9524,0.1179,0.1179,0.0699,0.0699,0.0699,0.0755,0.0755,0.0699,0.0699,134.915,150.7846,0.9213,0.8785,0.5973,1.0413,1.301,NA,NA,NA,NA
NA,NA,NA,Dispositivo Compartilhado,1879,32,0.0821,308.6203,59,0,16747.3585,78,0,0.985,0.9802,0.9802,0.9756,0.9816,0.7425,0.985,0.985,-24584.8743,-24430.5642,49233.7486,49410.9805,1879,49309.3168,0.0475,0.0423,0.0527,0.7811,0.0683,0.0683,0.0436,0.0436,0.0436,0.0471,0.0471,0.0436,0.0436,475.4712,531.6986,0.9746,0.9608,0.6319,0.9357,0.1983,NA,NA,NA,NA
"Instituto de Geografia, Desenvolvimento e Meio Ambiente - IGDEMA",NA,NA,Dispositivo Compartilhado,38,32,1.1257,85.5513,59,0.0135,426.5061,78,0,0.9238,0.8993,0.8993,0.7348,0.7994,0.6047,0.9278,0.9238,-523.7823,-481.0066,1111.5646,1163.9674,38,1063.911,0.1088,0.051,0.157,0.0478,0.1699,0.1699,0.1134,0.1134,0.1134,0.1225,0.1225,0.1134,0.1134,35.615,39.7171,0.7804,0.6613,0.506,0.7051,3.9356,NA,NA,poor model fit,model fit is worse
Campus CECA,NA,NA,Dispositivo Compartilhado,115,32,0.3726,85.6959,59,0.0132,1202.3321,78,0,0.9763,0.9686,0.9686,0.9058,0.9287,0.7025,0.9767,0.9763,-1499.3636,-1456.5156,3062.7271,3150.565,115,3049.419,0.0627,0.0296,0.0904,0.2286,0.1167,0.1167,0.076,0.076,0.076,0.0821,0.0821,0.076,0.076,105.5793,117.9725,0.906,0.855,0.5874,0.8904,1.3017,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Dispositivo Compartilhado,378,32,0.1539,116.3529,59,0,3241.2652,78,0,0.9819,0.976,0.976,0.9525,0.9641,0.7293,0.982,0.9819,-4642.049,-4583.8725,9348.0979,9474.0145,378,9372.4857,0.0507,0.037,0.0642,0.4467,0.0863,0.0863,0.0625,0.0625,0.0625,0.0676,0.0676,0.0625,0.0625,254.1758,284.1785,0.9537,0.9286,0.6183,0.9269,0.4771,NA,NA,NA,model fit is worse
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Dispositivo Compartilhado,110,32,0.2532,55.7056,59,0.5977,982.2133,78,0,1,1.0048,1.0048,0.925,0.9433,0.7135,1.0036,1.0036,-1432.5665,-1404.7137,2929.133,3015.5484,110,2914.4272,0,0,0.0526,0.9365,0.1158,0.1158,0.0658,0.0658,0.0658,0.071,0.071,0.0658,0.0658,154.8868,173.1232,0.9307,0.8932,0.6034,1.0151,1.0882,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,NA,Dispositivo Compartilhado,87,32,0.3852,67.0244,59,0.2211,718.3589,78,0,0.9875,0.9834,0.9834,0.8767,0.9067,0.6858,0.9878,0.9875,-1146.976,-1113.4638,2357.952,2436.861,87,2335.8906,0.0395,0,0.0794,0.6249,0.0972,0.0972,0.0696,0.0696,0.0696,0.0752,0.0752,0.0696,0.0696,102.1566,114.1442,0.9049,0.8533,0.5867,0.9549,1.506,NA,NA,NA,NA
Centro de Tecnologia - CTEC,NA,NA,Dispositivo Compartilhado,122,32,0.2226,54.313,59,0.6486,1339.2694,78,0,1,1.0049,1.0049,0.9464,0.9594,0.7257,1.0037,1.0037,-1284.1715,-1257.015,2632.3429,2722.0716,122,2620.8942,0,0,0.0473,0.962,0.0891,0.0891,0.0688,0.0688,0.0688,0.0743,0.0743,0.0688,0.0688,176.0507,196.7952,0.9372,0.9032,0.6077,1.0194,0.9698,NA,NA,NA,NA
Faculdade de Letras - FALE,NA,NA,Dispositivo Compartilhado,84,32,0.3966,66.6317,59,0.2311,867.1733,78,0,0.9903,0.9872,0.9872,0.8984,0.9232,0.6983,0.9906,0.9903,-1003.1717,-969.8559,2070.3434,2148.1296,84,2047.1848,0.0392,0,0.0802,0.6241,0.134,0.134,0.1025,0.1025,0.1025,0.1108,0.1108,0.1025,0.1025,99.244,110.8864,0.8994,0.8449,0.5832,0.9556,1.5551,NA,NA,NA,NA
Centro de Educação - CEDU,NA,NA,Dispositivo Compartilhado,230,32,0.2493,114.6842,59,0,2225.8127,78,0,0.9741,0.9657,0.9657,0.9319,0.9485,0.7174,0.9743,0.9741,-3026.3373,-2968.9952,6116.6745,6226.693,230,6125.2724,0.0641,0.0463,0.0814,0.0918,0.102,0.102,0.06,0.06,0.06,0.0649,0.0649,0.06,0.06,157.2902,175.8115,0.9299,0.8919,0.6029,0.886,0.7769,NA,NA,NA,model fit is worse
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,NA,Dispositivo Compartilhado,68,32,0.7229,98.3099,59,0.001,688.3453,78,0,0.9356,0.9149,0.9149,0.8112,0.8572,0.6484,0.9375,0.9356,-802.8198,-753.6649,1669.6397,1740.6639,68,1639.8938,0.099,0.0629,0.1327,0.0168,0.0868,0.0868,0.0749,0.0749,0.0749,0.0809,0.0809,0.0749,0.0749,54.9038,61.2917,0.8308,0.739,0.5386,0.749,2.3869,NA,NA,NA,model fit is worse
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,NA,Dispositivo Compartilhado,94,32,0.5225,98.2349,59,0.001,846.6222,78,0,0.949,0.9325,0.9325,0.8466,0.884,0.6686,0.9502,0.949,-1318.0048,-1268.8874,2700.0096,2781.395,94,2680.371,0.0841,0.0534,0.1128,0.0359,0.1914,0.1914,0.1178,0.1178,0.1178,0.1273,0.1273,0.1178,0.1178,75.571,84.408,0.8729,0.804,0.566,0.8116,1.7259,NA,NA,NA,model fit is worse
Instituto de Educação Física e Esporte - IEFE,NA,NA,Dispositivo Compartilhado,42,32,1.0666,89.5912,59,0.0063,472.144,78,0,0.9224,0.8974,0.8974,0.7491,0.8102,0.6129,0.926,0.9224,-520.5143,-475.7187,1105.0287,1160.6341,42,1060.425,0.1111,0.0602,0.1558,0.0293,0.2282,0.2282,0.1442,0.1442,0.1442,0.1557,0.1557,0.1442,0.1442,37.5335,41.8629,0.7891,0.6747,0.5116,0.6948,3.6569,NA,NA,poor model fit,model fit is worse
Instituto de Psicologia - IP,NA,NA,Dispositivo Compartilhado,47,32,0.8585,80.7017,59,0.0318,559.5283,78,0,0.9549,0.9404,0.9404,0.8093,0.8558,0.6473,0.9566,0.9549,-625.1924,-584.8416,1314.3849,1373.5896,47,1273.2254,0.0885,0.0276,0.1334,0.1146,0.1537,0.1537,0.0928,0.0928,0.0928,0.1002,0.1002,0.0928,0.0928,46.3861,51.7646,0.8355,0.7464,0.5417,0.7938,3.0788,NA,NA,NA,model fit is worse
Faculdade de Medicina - FAMED,NA,NA,Dispositivo Compartilhado,54,32,0.4626,49.9635,59,0.7929,619.3734,78,0,1,1.0221,1.0221,0.8934,0.9193,0.6954,1.0161,1.0167,-627.7184,-602.7367,1319.4369,1383.0844,54,1282.5504,0,0,0.0571,0.9284,0.0717,0.0717,0.0703,0.0703,0.0703,0.0759,0.0759,0.0703,0.0703,85.2264,95.2077,0.8811,0.8165,0.5712,1.0873,2.1104,NA,NA,NA,NA
NA,Graduação (bacharelado),NA,Dispositivo Compartilhado,1098,32,0.0804,176.6528,59,0,9879.7102,78,0,0.988,0.9841,0.9841,0.9764,0.9821,0.7429,0.988,0.988,-13857.5287,-13769.2023,27779.0574,27939.0973,1098,27837.4578,0.0426,0.0355,0.0499,0.9519,0.0695,0.0695,0.047,0.047,0.047,0.0508,0.0508,0.047,0.047,485.3835,542.7856,0.975,0.9614,0.6321,0.9478,0.2192,NA,NA,NA,NA
Campus CECA,Graduação (bacharelado),NA,Dispositivo Compartilhado,105,32,0.4011,84.228,59,0.0172,1086.1575,78,0,0.975,0.9669,0.9669,0.8975,0.9225,0.6978,0.9754,0.975,-1352.5136,-1310.3996,2769.0271,2853.9538,105,2752.8599,0.0638,0.0279,0.0931,0.2251,0.1278,0.1278,0.0884,0.0884,0.0884,0.0955,0.0955,0.0884,0.0884,98.1495,109.6622,0.8996,0.8451,0.5833,0.8868,1.4117,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Dispositivo Compartilhado,216,32,0.2115,91.3712,59,0.0044,1775.2932,78,0,0.9809,0.9748,0.9748,0.932,0.9485,0.7175,0.9811,0.9809,-2573.1443,-2527.4587,5210.2886,5318.2975,216,5216.8947,0.0504,0.0286,0.0699,0.4656,0.0723,0.0723,0.0685,0.0685,0.0685,0.074,0.074,0.0685,0.0685,185.2264,207.0582,0.9397,0.907,0.6092,0.9278,0.7193,NA,NA,NA,model fit is worse
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),NA,Dispositivo Compartilhado,44,32,0.7316,64.3845,59,0.2938,484.7227,78,0,0.9868,0.9825,0.9825,0.8244,0.8672,0.6559,0.9874,0.9868,-586.1252,-553.9329,1236.2504,1293.3444,44,1193.0692,0.0455,0,0.1058,0.5127,0.105,0.105,0.0699,0.0699,0.0699,0.0755,0.0755,0.0699,0.0699,54.2573,60.5685,0.8393,0.7521,0.5441,0.9406,2.9178,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,Dispositivo Compartilhado,82,32,0.349,57.2396,59,0.5407,682.9969,78,0,1,1.0038,1.0038,0.8892,0.9162,0.693,1.0028,1.0029,-1071.248,-1042.6281,2206.4959,2283.5109,82,2182.5843,0,0,0.0642,0.8623,0.0963,0.0963,0.0689,0.0689,0.0689,0.0744,0.0744,0.0689,0.0689,112.6412,125.8713,0.9111,0.8629,0.5907,1.0108,1.4785,NA,NA,NA,NA
Centro de Tecnologia - CTEC,Graduação (bacharelado),NA,Dispositivo Compartilhado,118,32,0.2743,64.7292,59,0.2836,1321.435,78,0,0.9954,0.9939,0.9939,0.9352,0.951,0.7194,0.9955,0.9954,-1196.9042,-1164.5396,2457.8083,2546.4702,118,2445.3104,0.0287,0,0.0651,0.7994,0.09,0.09,0.0659,0.0659,0.0659,0.0712,0.0712,0.0659,0.0659,143.0657,159.9013,0.9229,0.8811,0.5984,0.976,1.0909,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),NA,Dispositivo Compartilhado,55,32,1.4078,154.8557,59,0,642.0931,78,0,0.8301,0.7753,0.7753,0.6812,0.7588,0.574,0.8356,0.8301,-687.2702,-609.8424,1438.5404,1502.7751,55,1402.2203,0.1719,0.1391,0.2052,0,0.1763,0.1763,0.1409,0.1409,0.1409,0.1522,0.1522,0.1409,0.1409,28.6785,31.9586,0.745,0.6067,0.483,0.4184,3.9792,unacceptable model fit,unacceptable model fit,poor model fit,model fit is worse
Faculdade de Medicina - FAMED,Graduação (bacharelado),NA,Dispositivo Compartilhado,47,32,0.6554,61.606,59,0.383,540.3014,78,0,0.9944,0.9925,0.9925,0.8493,0.886,0.6702,0.9946,0.9944,-515.0057,-484.2026,1094.0113,1153.216,47,1052.8518,0.0307,0,0.096,0.62,0.1145,0.1145,0.0846,0.0846,0.0846,0.0914,0.0914,0.0846,0.0846,60.4542,67.4998,0.8386,0.7511,0.5437,0.9727,2.6725,NA,NA,NA,NA
NA,Graduação (licenciatura),NA,Dispositivo Compartilhado,620,32,0.1235,153.0814,59,0,5461.534,78,0,0.9825,0.9769,0.9769,0.9629,0.972,0.7352,0.9826,0.9825,-8255.5382,-8178.9976,16575.0765,16716.8275,620,16615.2328,0.0507,0.0409,0.0606,0.4362,0.0674,0.0674,0.0441,0.0441,0.0441,0.0476,0.0476,0.0441,0.0441,316.629,354.0328,0.9624,0.942,0.624,0.9269,0.3501,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),NA,Dispositivo Compartilhado,159,32,0.2627,83.5248,59,0.0195,1497.8555,78,0,0.9827,0.9772,0.9772,0.9263,0.9442,0.7142,0.983,0.9827,-1966.9113,-1925.1489,3997.8227,4096.0276,159,3994.7299,0.0511,0.0213,0.075,0.4486,0.0928,0.0928,0.0692,0.0692,0.0692,0.0747,0.0747,0.0692,0.0692,149.3506,166.9309,0.9252,0.8847,0.5999,0.9258,0.9278,NA,NA,NA,model fit is worse
Faculdade de Letras - FALE,Graduação (licenciatura),NA,Dispositivo Compartilhado,70,32,0.4715,66.0119,59,0.2475,741.3316,78,0,0.9894,0.986,0.986,0.8823,0.911,0.6891,0.9897,0.9894,-803.255,-770.249,1670.5099,1742.4618,70,1641.6655,0.0412,0,0.0868,0.5819,0.1216,0.1216,0.0919,0.0919,0.0919,0.0992,0.0992,0.0919,0.0919,83.6387,93.4318,0.8794,0.8139,0.5701,0.9511,1.8573,NA,NA,NA,NA
Centro de Educação - CEDU,Graduação (licenciatura),NA,Dispositivo Compartilhado,178,32,0.3082,109.733,59,1e-04,1758.0594,78,0,0.9698,0.9601,0.9601,0.9175,0.9376,0.7092,0.9701,0.9698,-2345.7916,-2290.9251,4755.5832,4857.4003,178,4756.0601,0.0695,0.0489,0.0895,0.0589,0.1053,0.1053,0.0653,0.0653,0.0653,0.0705,0.0705,0.0653,0.0653,127.4126,142.3932,0.9152,0.8692,0.5934,0.8672,0.976,NA,NA,NA,model fit is worse
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (licenciatura),NA,Dispositivo Compartilhado,38,32,0.9893,75.1901,59,0.076,374.752,78,0,0.9454,0.9279,0.9279,0.7347,0.7994,0.6046,0.9487,0.9454,-568.5803,-530.9852,1201.1606,1253.5634,38,1153.507,0.085,0,0.1378,0.1817,0.2789,0.2789,0.1411,0.1411,0.1411,0.1524,0.1524,0.1411,0.1411,40.3849,45.0523,0.8079,0.7037,0.5238,0.8081,3.6629,NA,NA,NA,model fit is worse
NA,Mestrado,NA,Dispositivo Compartilhado,93,32,0.3836,71.3525,59,0.1299,949.0227,78,0,0.9858,0.9813,0.9813,0.9006,0.9248,0.6995,0.9861,0.9858,-1238.1698,-1202.4936,2540.3397,2621.3828,93,2520.366,0.0474,0,0.083,0.5181,0.1079,0.1079,0.0618,0.0618,0.0618,0.0667,0.0667,0.0618,0.0618,102.5737,114.6108,0.9033,0.8509,0.5857,0.9357,1.4554,NA,NA,NA,NA
NA,NA,Presencial,Dispositivo Compartilhado,1787,32,0.0767,274.0304,59,0,15985.1902,78,0,0.9865,0.9821,0.9821,0.9773,0.9829,0.7434,0.9865,0.9865,-23117.2407,-22980.2255,46298.4814,46474.1068,1787,46372.4449,0.0452,0.0398,0.0506,0.9265,0.0634,0.0634,0.0416,0.0416,0.0416,0.0449,0.0449,0.0416,0.0416,509.1985,569.4227,0.9762,0.9633,0.6329,0.9416,0.1892,NA,NA,NA,NA
Campus CECA,NA,Presencial,Dispositivo Compartilhado,113,32,0.3591,81.149,59,0.0295,1166.1309,78,0,0.9796,0.9731,0.9731,0.908,0.9304,0.7038,0.98,0.9796,-1462.7793,-1422.2048,2989.5586,3076.835,113,2975.6987,0.0576,0.0192,0.0865,0.3257,0.1211,0.1211,0.0783,0.0783,0.0783,0.0846,0.0846,0.0783,0.0783,109.5183,122.3783,0.9091,0.8597,0.5894,0.9066,1.2845,NA,NA,NA,model fit is worse
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Compartilhado,359,32,0.1281,92.0041,59,0.0039,3048.4236,78,0,0.9889,0.9853,0.9853,0.9601,0.9698,0.7336,0.989,0.9889,-4310.1126,-4264.1106,8684.2253,8808.4916,359,8706.9716,0.0395,0.0227,0.0546,0.8672,0.0668,0.0668,0.0516,0.0516,0.0516,0.0557,0.0557,0.0516,0.0516,305.0849,341.1206,0.9618,0.9411,0.6236,0.9551,0.4346,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Dispositivo Compartilhado,110,32,0.2532,55.7056,59,0.5977,982.2133,78,0,1,1.0048,1.0048,0.925,0.9433,0.7135,1.0036,1.0036,-1432.5665,-1404.7137,2929.133,3015.5484,110,2914.4272,0,0,0.0526,0.9365,0.1158,0.1158,0.0658,0.0658,0.0658,0.071,0.071,0.0658,0.0658,154.8868,173.1232,0.9307,0.8932,0.6034,1.0151,1.0882,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,Dispositivo Compartilhado,87,32,0.3852,67.0244,59,0.2211,718.3589,78,0,0.9875,0.9834,0.9834,0.8767,0.9067,0.6858,0.9878,0.9875,-1146.976,-1113.4638,2357.952,2436.861,87,2335.8906,0.0395,0,0.0794,0.6249,0.0972,0.0972,0.0696,0.0696,0.0696,0.0752,0.0752,0.0696,0.0696,102.1566,114.1442,0.9049,0.8533,0.5867,0.9549,1.506,NA,NA,NA,NA
Centro de Tecnologia - CTEC,NA,Presencial,Dispositivo Compartilhado,122,32,0.2226,54.313,59,0.6486,1339.2694,78,0,1,1.0049,1.0049,0.9464,0.9594,0.7257,1.0037,1.0037,-1284.1715,-1257.015,2632.3429,2722.0716,122,2620.8942,0,0,0.0473,0.962,0.0891,0.0891,0.0688,0.0688,0.0688,0.0743,0.0743,0.0688,0.0688,176.0507,196.7952,0.9372,0.9032,0.6077,1.0194,0.9698,NA,NA,NA,NA
Faculdade de Letras - FALE,NA,Presencial,Dispositivo Compartilhado,81,32,0.4626,74.9447,59,0.0788,906.4863,78,0,0.9808,0.9746,0.9746,0.8907,0.9173,0.6939,0.9812,0.9808,-934.8503,-897.3779,1933.7006,2010.323,81,1909.4058,0.0578,0,0.094,0.358,0.1317,0.1317,0.1024,0.1024,0.1024,0.1106,0.1106,0.1024,0.1024,85.2271,95.2084,0.8873,0.8261,0.5753,0.9063,1.7154,NA,NA,NA,model fit is worse
Centro de Educação - CEDU,NA,Presencial,Dispositivo Compartilhado,185,32,0.2458,90.9291,59,0.0048,1793.6609,78,0,0.9814,0.9754,0.9754,0.933,0.9493,0.7181,0.9816,0.9814,-2404.8696,-2359.4051,4873.7393,4976.7906,185,4875.437,0.0541,0.0303,0.0752,0.3604,0.0877,0.0877,0.0618,0.0618,0.0618,0.0668,0.0668,0.0618,0.0618,159.5538,178.3433,0.9331,0.8969,0.605,0.9173,0.8375,NA,NA,NA,model fit is worse
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,Dispositivo Compartilhado,68,32,0.7229,98.3099,59,0.001,688.3453,78,0,0.9356,0.9149,0.9149,0.8112,0.8572,0.6484,0.9375,0.9356,-802.8198,-753.6649,1669.6397,1740.6639,68,1639.8938,0.099,0.0629,0.1327,0.0168,0.0868,0.0868,0.0749,0.0749,0.0749,0.0809,0.0809,0.0749,0.0749,54.9038,61.2917,0.8308,0.739,0.5386,0.749,2.3869,NA,NA,NA,model fit is worse
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,Presencial,Dispositivo Compartilhado,87,32,0.5,87.0039,59,0.0103,760.2351,78,0,0.959,0.9457,0.9457,0.8487,0.8856,0.6698,0.9601,0.959,-1184.5101,-1141.0082,2433.0203,2511.9293,87,2410.9589,0.0739,0.0369,0.1054,0.1247,0.1166,0.1166,0.087,0.087,0.087,0.094,0.094,0.087,0.087,78.927,88.1618,0.878,0.8119,0.5693,0.8513,1.7357,NA,NA,NA,model fit is worse
Instituto de Educação Física e Esporte - IEFE,NA,Presencial,Dispositivo Compartilhado,42,32,1.0666,89.5912,59,0.0063,472.144,78,0,0.9224,0.8974,0.8974,0.7491,0.8102,0.6129,0.926,0.9224,-520.5143,-475.7187,1105.0287,1160.6341,42,1060.425,0.1111,0.0602,0.1558,0.0293,0.2282,0.2282,0.1442,0.1442,0.1442,0.1557,0.1557,0.1442,0.1442,37.5335,41.8629,0.7891,0.6747,0.5116,0.6948,3.6569,NA,NA,poor model fit,model fit is worse
