UserID,Unidade,Nivel,Modalidade
7f4b340a86fc575d12f926f4a7b63f6d,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
52105a5505c275e740cd2e0fc0fb9f47,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
cd55f4e6af09b138467e5a9179a04673,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
aa5d57e6d0330ca68e3e84c1f89f57ae,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
c90da02da0df14f7f412e17e2cd790a3,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
a91503512f6c8ab68076303f53706db4,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
3d746b16751bad52cfa80c2f1590cb2c,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
6ae2a1ee479bd2244f02e847aca52c45,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
fafe9e772017c7f3e64ba5f271b42fec,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (bacharelado),Presencial
5b0fd2663b54e96667af3d1f5aa7dc79,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
651b686b77316cef45ee43be1f4a6c44,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
892304c3d4f6d9bc2111cda1b1e49ba9,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
771b6cf46deac5047e0b4c586745de37,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
9e669685f713e101e8e4d194d4dfe894,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (bacharelado),Presencial
1f84fb6488ab0c7c623291af552ed329,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (bacharelado),Presencial
5a5379ed32382e8c0badc731018eed98,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
b2ecff5bc06e81341bd26a96ba9cd75f,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
ed4fd996e2b4840635d28c1edad0a18f,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (licenciatura),Presencial
9a3b7a991b73726874abc7b1f6d67aed,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
ef6f2ff3b13969faf21b5c84d5afc39e,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
9ed9a6c21067101cf7d05ad422414da7,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
824936aadecb23d18fbd3f2b775380d1,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
674cf394b92bb652d8af5707a81676a3,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (licenciatura),Presencial
389a5bcc5ba41f6a93e417fe74b4851f,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
9df4b4b3bae5877faef8db223cefdbab,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
c84ac7010b935d1b0a07374d0683c01f,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
d256e7a615b8dccff2557322d52568a9,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
ea03aefec822603ec99a7307b9e5f028,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
119a110c6e3cbd94e6cfbe94d6c640e8,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
da24542035886537472bff674282f89c,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
9da79d63e708dcd29d500c35a1b8c513,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
45712d14e6fd48ea2c6f56bc92de1237,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
10e8f24914464e0de50901435d4914fe,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
15ef9cbdb5c450d6cc725a373f630e1e,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
59210a66c927c454a2277676fa862510,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
2324ffe8b03c1acf739dbdd7a82d2d62,Faculdade de Odontologia - FOUFAL,Graduação (bacharelado),Presencial
5d8a38e937c88e39bab9be23c38fbe16,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
1fa8156638b323776d11ac60f3a292a4,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
11a9937ce1fb426fc218e3d8c7f91298,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
aefdb4144811b4c16a56fcfc14cb5fdb,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
9b831108f3267dcd7ac64faec1dcafe8,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
cadb8a32c7623d7636cd95b7fde0f64c,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
fa15203d71531381e315a737d26adeb6,Instituto de Ciências Atmosféricas - ICAT,Graduação (bacharelado),Presencial
d1f5aa0459cee27a68a25d1f4497ab50,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
5d1967b6c0b51c729599f700fd3ff8ae,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
3c39f8c922840da73d489bfe8f4f303a,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
adac5bcd48022b38a9cf2e26ed76b077,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
5c85d277dfe203e0bc9bf21b5fec1860,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
257779345f13d383a06a9749b790be95,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
6dfc00a3a4e50567f83c23452a30d6a4,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
68fcaa74fa4eb17c83ee8c18a2bff8e7,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
32f8626b719482b042f99d84fe1a410c,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
02b4db21a9579669cbbeb6a3272469b9,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
167c2c5702bc47e668cd701281717cd6,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
cdafc662a365b1af63a1aa1fca02f4e5,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
05ccffda0c032b3a2f544c9e5513d529,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
6332e186328ab7968800469d39dc1e27,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
fc801ee85228b90912e6d99eef4b428b,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
b77e0f696d0a116e40362c1eab95e6d4,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
3f519e69c9f9ea0024493df41799b5a8,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
a78a86d3a28dfbd0411c3d4c481dca73,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
d2e55eecd9125a1adc0c0ba82edae13a,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
3e0d45153f01b2c2dad8bbd14050ba37,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
e04cbdd3a8d2f60abd22d266d99b6fc4,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
ceb49e9ca9b51f1336f94d9f62f96744,Faculdade de Odontologia - FOUFAL,Graduação (bacharelado),Presencial
56aee89bb7999e5c2537719a579c0dd3,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
a6a92b1ef442961f5b5d8e3d16c287c0,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
8b65b84da8b702020bb2e29f52ecb91b,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
28fcc154127d12f4ee4ff7c4c412a3cd,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
a4ff2bd54bab2cb99975cbedbf5009ef,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
761ca1879898608cbfad779b8aadc7c1,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
7f1b0cb43ab2435f1a992d95c4c0afe1,Centro de Educação - CEDU,Graduação (licenciatura),Presencial
c2257aa4833f8b39edb97ce19d6b9482,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
4f0aa16170239ff7b38488e71f857033,Instituto de Ciências Atmosféricas - ICAT,Graduação (bacharelado),Presencial
3f4cc272a23fc0edd6fc58a240a4a6be,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
e134711019d85b857820aced87e75b6e,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
13b70adcd23711876229fde8013a0fb2,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
9b891c1c5c2df6fab50afa63264776ba,Instituto de Ciências Atmosféricas - ICAT,Graduação (bacharelado),Presencial
75f8e322185136464b74b7d7ab926929,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
5df82c5a81a5b267837e4e72284bfc98,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
a139fa863215ce7a5ed43531cfe740c7,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
c75ee98df7167ee22aa677a3ce8e7a00,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
20433e820c51081d84af628fbf85771f,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
fa0c0ebe5cec57dffe27bc283e830d55,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
ead90917486f8154b8b8644666d96c36,Instituto de Física - IF,Graduação (bacharelado),Presencial
8ae63db079a5e8ad25660e8f47492947,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
6a9ebc08af2e3d5b97fcd100aba458e3,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
086e52d0e6931da250d2e6152180e656,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
154a12933d947a8d65e5e0ae4a7e9537,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
9527acc1cb7ac2da8ebdd3511fd679d4,Instituto de Física - IF,Graduação (bacharelado),Presencial
30a7cb4f682729d1595987fd7cc4b2d4,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
89571a6c3bb3bd4c6cf0ba4419ffd50c,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
46ac7a231d4048318090c73eca91a9ea,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
8479656c0e8cced66f3d6947a1b9bdf3,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
b9ed16380e26a15eac9227fd3e39cf21,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
3093f427225267af34490631b79c0adb,Escola de Enfermagem e Farmácia - ESENFAR,Graduação (bacharelado),Presencial
3dc75a2de42e25706e65654e61729f45,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
f72ba4f8105c4013753f387ff499c5bd,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
c9840675210e3d8c013c51bfe711bbd9,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
fdb04c708109495f15ec8ce61df86c23,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
ee4614cf39309ff7fd36a3f7fa028f7d,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
4b2c8941bfe10606310334213d0e5c2b,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
c4dd6495b4ce5cee2a6c668fe4707a6e,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
31fd0aab789a186cb93e6246aa56f9ad,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
563d96d82415bbdae01867afde6364c7,Escola de Enfermagem e Farmácia - ESENFAR,Graduação (bacharelado),Presencial
ab0bb4f78994ba9fc9cb89ded872b894,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
fe7fbc7b135bebb72c566dffa0f679cb,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
cad0bc9ce2a22c844e303bb7f14a5974,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
d08955f01e0d87d2ad0a7d144507eb4a,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
338b9c599556bf463ac3dec4effb7346,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
dd1444e36c71f61a6f54e3e5ce54f447,Escola de Enfermagem e Farmácia - ESENFAR,Graduação (bacharelado),Presencial
2744287f0073479ffcc3fe3595295bdd,Faculdade de Arquitetura e Urbanismo - FAU,Especialização,Presencial
b86112ede78181d0f903708cd11c8122,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
0d8446060f39250fc6f339c0ff8263a8,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
355f61a3646ac20bd248df75e03eb7bc,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
ebd842d5fca2ffa12772172117d3fddf,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
ee9e1187138d73a7f52c00b6a35ccd10,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
8d5c8c0e2542ac5bbb3afab565f7ba3b,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
ea05d931284010723eea48f56dabecc1,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
252e7326d37f2c99a7ea39b0fd8bb94a,Campus CECA,Graduação (bacharelado),Presencial
2f5327881df6cc9fbf04ac124e857d5c,Campus CECA,Graduação (bacharelado),Presencial
737108078aae50e5ae6ff39f6f950962,Campus CECA,Graduação (bacharelado),Presencial
7266d6e0cf8466d351a488e750c96048,Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),Presencial
1d2a9ba4e2b2e0bb9338b04310979f66,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
ba3671f6a7f7341f3c2f89d6058f876f,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
3fe13460b4dbf61cb626af3574df26fc,Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),Presencial
e667f2eb0210738a6e10ecf0cfe76f88,Campus Sertão (Delmiro Gouveia e Santana do Ipanema),Graduação (bacharelado),Presencial
372f67eff59df216a704ac417d8c46ed,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
2e77c1d715f9ed4ba43acd8e47c8a06d,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
4ca768d2729b3e8b74111fda7be327cd,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
515549c19b4846e8e989f9aa1b57de3e,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
54dacc73b03bf4f5892d4c8a20fd5e37,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
f0070730946fc9e6dcf82868d4ff76a3,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
4384b28fce530e490012774e0b5cd97b,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
3549b603d203a519d83588712888abf8,Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),Presencial
f6c7a61bb3ef7a5c17be59050bb2060d,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
965518582d6d8594cc1a64548600cfb3,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
3528b27f2063e8bcec5a8ffa10ac49b2,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
de087ba670b6ed8df34b085622f8aa4f,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
01424d235a13e85a661203deb299aee7,Faculdade de Letras - FALE,Graduação (licenciatura),Presencial
a46f90bd9eb8080e69a82eab11ff40f0,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
2bb1050738c4db4c478157697f325df1,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
e96099fd38323ee16638747bcca8a329,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
59e540dba9e36501597b0e4d31a5d79f,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
ac9abaf79817921505ad6093b2068319,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
61389e35407b51e149cbf1ab3c14eebb,Faculdade de Letras - FALE,Graduação (licenciatura),Presencial
c7107996599f87bf8bcd016cebc685e3,Instituto de Computação - IC,Graduação (bacharelado),Presencial
996d2576bbfa48937f0cb70f9ee0344d,Instituto de Computação - IC,Graduação (bacharelado),Presencial
44122fa1d955654dc6d037da47274dd5,Instituto de Computação - IC,Graduação (bacharelado),Presencial
7403ec49dfa36072f7237efe710a0611,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
7e9d062bcec432c3cf6e4fc92a562f27,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
7c2bc26d8badc65888c4694da7ad34f1,Instituto de Computação - IC,Graduação (bacharelado),Presencial
ff54724d78a55006b0479a8c29c4bcfc,Instituto de Computação - IC,Graduação (bacharelado),Presencial
799ec868ef40a196792c51ebbc1c0926,Instituto de Ciências Sociais - ICS,Graduação (bacharelado),Presencial
37e9238aed889d36f4fb92ed298d6a5b,Instituto de Educação Física e Esporte - IEFE,Graduação (licenciatura),Presencial
aa928c236c8738603a041133d1c39abc,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
375cf5f47f201b468e202a8689f9c417,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
e11d0527ddd78a68c24b561598d62493,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
e5fe1bbe7ea5b63e6cf37681c528697f,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
88ac321b74034b84bff02994bd9b6806,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
13eaf5cfdf1c200d5d6ae474bdbdcaf3,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
3889f923b76d924018e0ac23455838a7,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
56d8786ba975521f6885ad01f96c8784,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
b0b80aa872faf97ba66c2d4fdbda26ff,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
dcb88b8f93fcf2f1c2e90b11bf62ca38,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
180faa142e913e8cd1bccf0a095ed80d,Instituto de Ciências Sociais - ICS,Graduação (licenciatura),Presencial
1f8e71800ab1096a27a359149d2fd0b5,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
2b23df949241f3396e98309cd83b9c8a,Instituto de Educação Física e Esporte - IEFE,Graduação (bacharelado),Presencial
68a0f2f26b2fca39a86df810825b6fc1,Instituto de Ciências Sociais - ICS,Graduação (licenciatura),Presencial
058f89bfae937ba151fec46209eb5b2c,Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial
9e24526c14ae3c7779ed991ed9eae52b,Instituto de Ciências Sociais - ICS,Graduação (bacharelado),Presencial
d4f106a7ae6787172ceacd5bce397051,"Instituto de Geografia, Desenvolvimento e Meio Ambiente - IGDEMA",Graduação (licenciatura),Presencial
36bad9d9ecfeb7e693d099bc08974159,Instituto de Educação Física e Esporte - IEFE,Graduação (bacharelado),Presencial
3b011e12c46c03fc680f5d72a04da4fb,Instituto de Educação Física e Esporte - IEFE,Graduação (bacharelado),Presencial
c0e1070b184bb8e6ee0392038d9411eb,Instituto de Educação Física e Esporte - IEFE,Graduação (licenciatura),Presencial
df90b5367724d23d4efc515d871053c6,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
9ab19541090b000f40d7c7836352d422,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
23ea07d53590a40b1d76bb4b9bec09e8,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
6ff0a0a8c23fc9a923e0ec9c63204e3c,Centro de Educação - CEDU,Graduação (bacharelado),Presencial
790ced800b2b2ed6629d79849b97db62,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
8afb62ae8b54d8c9d03712b99f9dcf98,Centro de Tecnologia - CTEC,Graduação (bacharelado),Presencial
7ab6873e0b06f756564d4e84de3d9a64,Campus CECA,Graduação (bacharelado),Presencial
8309960dc512c5ff89afefb985f29b36,Campus CECA,Graduação (bacharelado),Presencial
7b8ace47e9b43736b893015bf4a666e2,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
12b01e45e8c89c0b40abf0aca5180273,Campus CECA,Graduação (bacharelado),Presencial
4dcc7247159ffdc2b287c4d25bba315c,Campus CECA,Graduação (bacharelado),Presencial
d7475a2e4d91129019a876430d07d365,Campus CECA,Graduação (bacharelado),Presencial
7eaaad2cd5422d1522b08c81ec8e266b,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
3efafc62fd1880c013f50a9f293b4e4a,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
90f551534310a2f39e533d9a449d76a5,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
e73b4b95c7a3c30f6908495a10cf30c0,Campus CECA,Graduação (bacharelado),Presencial
901f467d128bca006d92a9699266fd3c,Instituto de Química e Biotecnologia - IQB,Graduação (licenciatura),Presencial
ab4f62a4540581c411978d958a9005c5,Campus CECA,Graduação (bacharelado),Presencial
ab0b9995008b49ec71605e3d0f451fe0,Campus CECA,Graduação (bacharelado),Presencial
b87cb44ff8cc7a706abb7d8433a92ba2,Campus CECA,Graduação (bacharelado),Presencial
3864b1f6207f5b498321ec0199ab6a5d,Campus CECA,Graduação (bacharelado),Presencial
38c8149d50dcb7a91dd644e0c82d4c6e,Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),Presencial
f37777b16ff0179b3b9e857c253d5611,Instituto de Ciências Biológicas e da Saúde - ICBS,Graduação (bacharelado),Presencial
586953fac2da9f99b79e2e32ad46b0ab,Campus CECA,Graduação (bacharelado),Presencial
174a0139bf4e8d84fb2a14270180d7aa,Campus CECA,Graduação (bacharelado),Presencial
50f384f51b8fb863cd86502883df6262,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
12a392f4128e89bd35950fdaf899e264,"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial
aaef0786fce2d0ee8dc5f8a3afcdad20,Campus CECA,Graduação (bacharelado),Presencial
da55e266dd2bfd12d2e5e28812d33bce,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
dce84890b853809c40100cd84709bd14,"Instituto de Geografia, Desenvolvimento e Meio Ambiente - IGDEMA",Graduação (bacharelado),Presencial
2c3937312e8587c1f65c2955971b4348,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
72184b6df80a3b0273f60813d12b02c5,Faculdade de Direito - FDA,Graduação (bacharelado),Presencial
ac24b03aa55fe9fc2e4d223c11a8f4cb,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (bacharelado),Presencial
beae499d5f3389914a57ad6313d0fc00,Instituto de Educação Física e Esporte - IEFE,Graduação (bacharelado),Presencial
7dc93b41086666b4c5d3b72e275314c0,Centro de Educação - CEDU,Graduação (bacharelado),Presencial
84b1e9f4954d71c6f39f8786c1e3441b,"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial
22b5d5702c05d2732fa67bc7b10a9e11,Faculdade de Letras - FALE,Graduação (licenciatura),Presencial
cd5d65eef205df7addbc1361cee2ff59,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
5fd38a984adbe2a77f81ad074df5f784,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
8ace3ef9fea30456b494070a4353ec60,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
d0638d9e62f8a344d0c1c7fe50821d19,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
f83fcb1855b43cfaf76671a2486c4705,Faculdade de Medicina - FAMED,Graduação (bacharelado),Presencial
83b5bd249b515e0649b0976582c756d2,Faculdade de Nutrição - FANUT,Graduação (bacharelado),Presencial
673f9420d52511ae256704c77415cd53,Faculdade de Odontologia - FOUFAL,Graduação (bacharelado),Presencial
f3a0ce0ce1e495eee579a03d0fff8523,Faculdade de Odontologia - FOUFAL,Graduação (bacharelado),Presencial
42640ea11a8d9d681eccf7c017a528f5,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
b04d69e94df869071a1d913389a3f88a,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
c0474b2ed877798be8ff46552a35fb1f,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
67cc249ad377523f654d94ede54cb595,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
8d30be8c1c5a941fa1e29422ffde449b,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
e7b5b9070c9f51333e5110f0195b8cd7,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
71118b8bcd6c6cc86af11485178d631b,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
20fd136656f0289da6becdaee5e61262,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
bd4a2c5326012acd611af5c6b6b0fd7d,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
c21589476614abfef1ca91b6598db513,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
e27b74e58191a1aaa9f69f38b0aac106,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
3daad85e0d08512237dbaa34f720bad5,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
b6e026b83f1b18f2e1bd172cda48a663,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
f90fade35bee9f043280b2002955dc2a,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
23a9ab07ed1d5e6a773ae902ee13c5a7,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
3aed5866fd673fa9eba7c5b62f2bd862,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial
1c1a93ce32a4c5f47b7a3d171f3ea11f,"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial
